Main Name	DrugBank:Identifiers	score	Human Intestinal Absorption	Blood Brain Barrier	P-glycoprotein Inhibition	Drug Induced Liver Injury	CYP3A4 Inhibition	CYP2C9 Inhibition	DrugBank:Routes	DrugBank:FDA Approved	Less than $500	Pediatric Safety
carglumic acid	{'cas-number': '1188-38-1', 'ChEBI': '71028', 'ChEMBL': 'CHEMBL1201780', 'drugbank-id': 'DB06775', 'InChIKey': 'LCQLHJZYVOQKHU-VKHMYHEASA-N', 'PubChem Compound': '121396', 'PubChem Substance': '99443290', 'unii': '5L0HB4V1EW'}	1	0.8191021806	0.6105655588	0.0144799784	0.3022807524	0.0001535149	0.0021157642	{'oral'}	TRUE	FALSE	FALSE
cariprazine	{'cas-number': '839712-12-8', 'ChEBI': '90933', 'ChEMBL': 'CHEMBL2028019', 'drugbank-id': 'DB06016', 'InChIKey': 'KPWSJANDNDDRMB-QAQDUYKDSA-N', 'PubChem Compound': '11154555', 'PubChem Substance': '310264859', 'unii': 'F6RJL8B278'}	1	0.9948894699	0.9600745294	0.3603850978	0.322259045	0.2497381141	0.0165070707	{'oral'}	TRUE	FALSE	FALSE
cetylpyridinium	{'cas-number': '7773-52-6', 'ChEBI': '32914', 'ChEMBL': 'CHEMBL305906', 'drugbank-id': 'DB11073', 'InChIKey': 'NEUSVAOJNUQRTM-UHFFFAOYSA-N', 'PubChem Compound': '2683', 'PubChem Substance': '347827886', 'unii': 'CUB7JI0JV3'}	1	0.9815968433	0.9327082899	0.2748811763	0.2876670899	0.03264306	0.1173037827	{'topical', 'dental', 'buccal', 'extracorporeal', 'oral'}	TRUE	FALSE	FALSE
chenodeoxycholic acid	{'cas-number': '474-25-9', 'ChEBI': '16755', 'ChEMBL': 'CHEMBL240597', 'drugbank-id': 'DB06777', 'InChIKey': 'RUDATBOHQWOJDD-BSWAIDMHSA-N', 'PubChem Compound': '10133', 'PubChem Substance': '99443291', 'unii': '0GEI24LG0J'}	1	0.9630879734	0.6745467321	0.3452900885	0.1127194952	0.0059404774	0.0102991221	{'oral'}	TRUE	FALSE	FALSE
chlorcyclizine	{'cas-number': '82-93-9', 'ChEBI': '94402', 'ChEMBL': 'CHEMBL22150', 'drugbank-id': 'DB08936', 'InChIKey': 'WFNAKBGANONZEQ-UHFFFAOYSA-N', 'PubChem Compound': '2710', 'PubChem Substance': '175427165', 'unii': 'M26C4IP44P'}	1	0.9955772876	0.967650775	0.2677728758	0.0597170241	0.0843168035	0.0498532783	{'oral'}	TRUE	FALSE	FALSE
chloric acid	{'cas-number': '7790-93-4', 'ChEBI': '17322', 'ChEMBL': 'CHEMBL1161633', 'drugbank-id': 'DB14150', 'InChIKey': 'XTEGARKTQYYJKE-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'Z0V9L75H3K'}	1	0.9889196404	0.9318017679	0.0295361873	0.2125770634	0.0036872108	0.0052086894	{'topical', 'intramuscular', 'intravenous', 'oral', 'hemodialysis'}	TRUE	FALSE	FALSE
chlorobutanol	{'cas-number': '57-15-8', 'ChEBI': '134813', 'ChEMBL': 'CHEMBL1439973', 'drugbank-id': 'DB11386', 'InChIKey': 'OSASVXMJTNOKOY-UHFFFAOYSA-N', 'PubChem Compound': '5977', 'PubChem Substance': '347827977', 'unii': 'HM4YQM8WRC'}	1	0.9908818681	0.9353533123	0.0087822603	0.1165800467	0.0825964966	0.0400260274	{'topical', 'nasal', 'dental', 'auricular (otic)', 'oral'}	TRUE	FALSE	FALSE
chloroxylenol	{'cas-number': '88-04-0', 'ChEBI': '34393', 'ChEMBL': 'CHEMBL398440', 'drugbank-id': 'DB11121', 'InChIKey': 'OSDLLIBGSJNGJE-UHFFFAOYSA-N', 'PubChem Compound': '2723', 'PubChem Substance': '347827904', 'unii': '0F32U78V2Q'}	1	0.9962386599	0.9186135268	0.0268542909	0.2692088603	0.3466323577	0.4475490832	{'topical', 'ophthalmic', 'cutaneous', 'vaginal', 'respiratory (inhalation)', 'auricular (otic)', 'oral'}	TRUE	FALSE	FALSE
cholic acid	{'cas-number': '81-25-4', 'ChEBI': '16359', 'ChEMBL': 'CHEMBL205596', 'drugbank-id': 'DB02659', 'InChIKey': 'BHQCQFFYRZLCQQ-OELDTZBJSA-N', 'PubChem Compound': '221493', 'PubChem Substance': '46507063', 'unii': 'G1JO7801AE'}	1	0.9369682886	0.6566513461	0.2036582571	0.1247796901	0.013890492	0.010781299	{'oral'}	TRUE	FALSE	FALSE
chromic chloride	{'cas-number': '10025-73-7', 'ChEBI': '53351', 'ChEMBL': None, 'drugbank-id': 'DB09129', 'InChIKey': 'QSWDMMVNRMROPK-UHFFFAOYSA-K', 'PubChem Compound': '6452300', 'PubChem Substance': '310265044', 'unii': 'Z310X5O5RP'}	1	0.9894122578	0.9402773642	0.028131506	0.1039624716	0.005648613	0.0071323733	{'intravenous', 'oral'}	TRUE	FALSE	FALSE
chromium	{'cas-number': '7440-47-3', 'ChEBI': '28073', 'ChEMBL': None, 'drugbank-id': 'DB11136', 'InChIKey': 'VYZAMTAEIAYCRO-UHFFFAOYSA-N', 'PubChem Compound': '23976', 'PubChem Substance': '347827914', 'unii': '0R0008Q3JB'}	1	0.9922512084	0.9473377226	0.0250641239	0.1187026914	0.0043524133	0.0047337577	{'intravenous', 'intramuscular', 'oral'}	TRUE	FALSE	FALSE
chromium cr-51	{'cas-number': '14392-02-0', 'ChEBI': '50076', 'ChEMBL': None, 'drugbank-id': 'DB11140', 'InChIKey': 'VYZAMTAEIAYCRO-BJUDXGSMSA-N', 'PubChem Compound': '104786', 'PubChem Substance': '347827916', 'unii': '9QAU17N705'}	1	0.9922512084	0.9473377226	0.0250641239	0.1187026914	0.0043524133	0.0047337577	{'intravenous', 'oral'}	TRUE	FALSE	FALSE
citrulline	{'cas-number': '372-75-8', 'ChEBI': '16349', 'ChEMBL': 'CHEMBL444814', 'drugbank-id': 'DB00155', 'InChIKey': 'RHGKLRLOHDJJDR-BYPYZUCNSA-N', 'PubChem Compound': '9750', 'PubChem Substance': '46506583', 'unii': '29VT07BGDA'}	1	0.9492266461	0.5343391864	0.0084258166	0.1322446788	0.0004402025	0.0025833778	{'intramuscular', 'oral'}	FALSE	TRUE	FALSE
clofedanol	{'cas-number': '791-35-5', 'ChEBI': '135207', 'ChEMBL': 'CHEMBL1201313', 'drugbank-id': 'DB04837', 'InChIKey': 'WRCHFMBCVFFYEQ-UHFFFAOYSA-N', 'PubChem Compound': '2795', 'PubChem Substance': '46505324', 'unii': '42C50P12AP'}	1	0.9959087565	0.9613350226	0.104150879	0.1001154955	0.0362437887	0.1723174115	{'oral'}	TRUE	FALSE	FALSE
cobalt	{'cas-number': '7440-48-4', 'ChEBI': '27638', 'ChEMBL': None, 'drugbank-id': 'DB14574', 'InChIKey': 'GUTLYIVDDKVIGB-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '3G0H8C9362'}	1	0.9919591624	0.9481322499	0.0241917957	0.1174691508	0.0044277407	0.0054624612	{'sublingual', 'oral'}	TRUE	FALSE	FALSE
coenzyme m	{'cas-number': '3375-50-6', 'ChEBI': '17905', 'ChEMBL': 'CHEMBL1098319', 'drugbank-id': 'DB09110', 'InChIKey': 'ZNEWHQLOPFWXOF-UHFFFAOYSA-N', 'PubChem Compound': '598', 'PubChem Substance': '310265029', 'unii': 'VHD28S0H7F'}	1	0.9731584811	0.7889145882	0.0547646183	0.3377827761	0.0009166123	0.002205347	{'intravenous', 'oral'}	TRUE	FALSE	FALSE
colchiceine	{'cas-number': '477-27-0', 'ChEBI': None, 'ChEMBL': 'CHEMBL323668', 'drugbank-id': 'DB15534', 'InChIKey': 'PRGILOMAMBLWNG-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'HJ30158L57'}	1	0.9925528082	0.7530409375	0.2234691644	0.4159478058	0.1870188193	0.1478268006	{'oral'}	TRUE	FALSE	FALSE
copper	{'cas-number': '7440-50-8', 'ChEBI': '30052', 'ChEMBL': None, 'drugbank-id': 'DB09130', 'InChIKey': 'RYGMFSIKBFXOCR-UHFFFAOYSA-N', 'PubChem Compound': '23978', 'PubChem Substance': '310265045', 'unii': '789U1901C5'}	1	0.9920368442	0.9469714106	0.0252360824	0.1188124778	0.0044256972	0.0057552451	{'topical', 'intrauterine', 'intravenous', 'oral'}	TRUE	FALSE	FALSE
copper cu-64	{'cas-number': '13981-25-4', 'ChEBI': None, 'ChEMBL': None, 'drugbank-id': 'DB13980', 'InChIKey': 'RYGMFSIKBFXOCR-IGMARMGPSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '2MK2L64N0S'}	1	0.9920368442	0.9469714106	0.0252360824	0.1188124778	0.0044256972	0.0057552451	{'oral'}	TRUE	FALSE	FALSE
cupric oxide	{'cas-number': '1317-38-0', 'ChEBI': '75955', 'ChEMBL': 'CHEMBL1909057', 'drugbank-id': 'DB11134', 'InChIKey': 'KKCXRELNMOYFLS-UHFFFAOYSA-N', 'PubChem Compound': '164827', 'PubChem Substance': '347827912', 'unii': 'V1XJQ704R4'}	1	0.99144877	0.9415932078	0.0233037597	0.1116766271	0.0044894522	0.0089196025	{'topical', 'oral'}	TRUE	FALSE	FALSE
cupric sulfate	{'cas-number': '7758-98-7', 'ChEBI': '23414', 'ChEMBL': 'CHEMBL604', 'drugbank-id': 'DB06778', 'InChIKey': 'ARUVKPQLZAKDPS-UHFFFAOYSA-L', 'PubChem Compound': '24462', 'PubChem Substance': '347827794', 'unii': 'KUW2Q3U1VV'}	1	0.9759756566	0.8273526398	0.0714241095	0.3957750256	0.0011591664	0.0130947002	{'topical', 'intravenous', 'cutaneous', 'oral'}	TRUE	FALSE	FALSE
cyclizine	{'cas-number': '82-92-8', 'ChEBI': '3994', 'ChEMBL': 'CHEMBL648', 'drugbank-id': 'DB01176', 'InChIKey': 'UVKZSORBKUEBAZ-UHFFFAOYSA-N', 'PubChem Compound': '6726', 'PubChem Substance': '46506232', 'unii': 'QRW9FCR9P2'}	1	0.9947049422	0.9719312376	0.1081834143	0.0674614	0.0317207002	0.031100905	{'intravenous', 'intramuscular', 'oral'}	TRUE	FALSE	FALSE
cyproterone acetate	{'cas-number': '427-51-0', 'ChEBI': '50743', 'ChEMBL': 'CHEMBL139835', 'drugbank-id': 'DB04839', 'InChIKey': 'UWFYSQMTEOIJJG-FDTZYFLXSA-N', 'PubChem Compound': '9880', 'PubChem Substance': '46506931', 'unii': '4KM2BN5JHF'}	1	0.9925603644	0.9188849022	0.679942108	0.4179703791	0.285469838	0.0563435027	{'intramuscular', 'oral'}	TRUE	FALSE	FALSE
d-alpha-tocopherol acetate	{'cas-number': '58-95-7', 'ChEBI': '32321', 'ChEMBL': 'CHEMBL1047', 'drugbank-id': 'DB14002', 'InChIKey': 'ZAKOWWREFLAJOT-CEFNRUSXSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'A7E6112E4N'}	1	0.992473148	0.9470546494	0.669545484	0.3430651658	0.119606383	0.0584982782	{'topical', 'oral'}	TRUE	FALSE	FALSE
d-glucose	{'cas-number': '50-99-7', 'ChEBI': '42758', 'ChEMBL': None, 'drugbank-id': 'DB01914', 'InChIKey': 'GZCGUPFRVQAUEE-SLPGGIOYSA-N', 'PubChem Compound': '107526', 'PubChem Substance': '46507147', 'unii': '5SL0G7R0OK'}	1	0.5691116367	0.5004536789	0.0491053033	0.0605873682	0.0035821339	0.001250165	{'intrathecal', 'topical', 'sublingual', 'intravenous', 'intramuscular', 'extracorporeal', 'vaginal', 'subcutaneous', 'parenteral', 'unknown', 'intraspinal', 'respiratory (inhalation)', 'intraperitoneal', 'oral', 'hemodialysis'}	TRUE	FALSE	FALSE
dalfampridine	{'cas-number': '504-24-5', 'ChEBI': '34385', 'ChEMBL': 'CHEMBL284348', 'drugbank-id': 'DB06637', 'InChIKey': 'NUKYPUAOHBNCPY-UHFFFAOYSA-N', 'PubChem Compound': '1727', 'PubChem Substance': '175427081', 'unii': 'BH3B64OKL9'}	1	0.9945862563	0.9267268543	0.0448269663	0.4079785713	0.023851728	0.008361607	{'oral'}	TRUE	FALSE	FALSE
dapagliflozin	{'cas-number': '461432-26-8', 'ChEBI': '85078', 'ChEMBL': 'CHEMBL429910', 'drugbank-id': 'DB06292', 'InChIKey': 'JVHXJTBJCFBINQ-ADAARDCZSA-N', 'PubChem Compound': '9887712', 'PubChem Substance': '175427068', 'unii': '1ULL0QJ8UC'}	1	0.9425643595	0.4893544177	0.5833494711	0.4020463431	0.0358937786	0.1112018126	{'oral'}	TRUE	FALSE	FALSE
daprodustat	{'cas-number': '960539-70-2', 'ChEBI': None, 'ChEMBL': 'CHEMBL3544988', 'drugbank-id': 'DB11682', 'InChIKey': 'RUEYEZADQJCKGV-UHFFFAOYSA-N', 'PubChem Compound': '91617630', 'PubChem Substance': '347828049', 'unii': 'JVR38ZM64B'}	1	0.9411509531	0.6539025194	0.1579053883	0.4873669914	0.0323650029	0.0734140615	{'oral'}	TRUE	FALSE	FALSE
deferiprone	{'cas-number': '30652-11-0', 'ChEBI': '68554', 'ChEMBL': 'CHEMBL70927', 'drugbank-id': 'DB08826', 'InChIKey': 'TZXKOCQBRNJULO-UHFFFAOYSA-N', 'PubChem Compound': '2972', 'PubChem Substance': '175427107', 'unii': '2BTY8KH53L'}	1	0.9912135959	0.8320612474	0.0269542548	0.4216670762	0.0124746627	0.0174093931	{'oral'}	TRUE	FALSE	FALSE
deflazacort	{'cas-number': '14484-47-0', 'ChEBI': '135720', 'ChEMBL': 'CHEMBL1201891', 'drugbank-id': 'DB11921', 'InChIKey': 'FBHSPRKOSMHSIF-GRMWVWQJSA-N', 'PubChem Compound': '189821', 'PubChem Substance': '347828252', 'unii': 'KR5YZ6AE4B'}	1	0.9886856338	0.9733133456	0.3709970534	0.4267502441	0.0568239608	0.0103073491	{'oral'}	TRUE	FALSE	FALSE
deoxycholic acid	{'cas-number': '83-44-3', 'ChEBI': '28834', 'ChEMBL': 'CHEMBL406393', 'drugbank-id': 'DB03619', 'InChIKey': 'KXGVEGMKQFWNSR-LLQZFEROSA-N', 'PubChem Compound': '222528', 'PubChem Substance': '46506360', 'unii': '005990WHZZ'}	1	0.9852516891	0.6192050151	0.4037004492	0.154373009	0.0140953271	0.0116788191	{'oral', 'subcutaneous'}	TRUE	FALSE	FALSE
deutetrabenazine	{'cas-number': '1392826-25-3', 'ChEBI': None, 'ChEMBL': None, 'drugbank-id': 'DB12161', 'InChIKey': 'MKJIEFSOBYUXJB-WEZHFFAMSA-N', 'PubChem Compound': '73442840', 'PubChem Substance': '347828453', 'unii': 'P341G6W9NB'}	1	0.9954829662	0.896094601	0.2930752852	0.4709801647	0.17902699	0.0272070503	{'oral'}	TRUE	FALSE	FALSE
dexamethasone	{'cas-number': '50-02-2', 'ChEBI': '41879', 'ChEMBL': 'CHEMBL384467', 'drugbank-id': 'DB01234', 'InChIKey': 'UREBDLICKHMUKA-CXSFZGCWSA-N', 'PubChem Compound': '5743', 'PubChem Substance': '46508930', 'unii': '7S5I7G3JQL'}	1	0.993059627	0.8674874008	0.1578122094	0.1690800105	0.0369819786	0.0085560658	{'intravascular', 'dental', 'intraocular', 'epidural', 'intralesional', 'intravenous', 'intramuscular', 'perineural', 'auricular (otic)', 'oral', 'intrathecal', 'ophthalmic', 'intrasynovial', 'intra-articular', 'intravitreal', 'topical', 'intracaudal', 'soft tissue', 'infiltration'}	TRUE	FALSE	FALSE
dexchlorpheniramine maleate	{'cas-number': '2438-32-6', 'ChEBI': '4465', 'ChEMBL': 'CHEMBL1200927', 'drugbank-id': 'DB09555', 'InChIKey': 'DBAKFASWICGISY-DASCVMRKSA-N', 'PubChem Compound': '5281070', 'PubChem Substance': '347827879', 'unii': 'B10YD955QW'}	1	0.9804097726	0.806007723	0.1242206203	0.2106780247	0.0019620694	0.0063994255	{'oral'}	TRUE	FALSE	FALSE
dexmethylphenidate	{'cas-number': '40431-64-9', 'ChEBI': '51860', 'ChEMBL': 'CHEMBL827', 'drugbank-id': 'DB06701', 'InChIKey': 'DUGOZIWVEXMGBE-CHWSQXEVSA-N', 'PubChem Compound': '154101', 'PubChem Substance': '99443255', 'unii': 'M32RH9MFGP'}	1	0.9960477502	0.9515088762	0.0204063482	0.0990295266	0.1292815831	0.020675456	{'oral'}	TRUE	FALSE	FALSE
dexpanthenol	{'cas-number': '81-13-0', 'ChEBI': None, 'ChEMBL': 'CHEMBL1200979', 'drugbank-id': 'DB09357', 'InChIKey': 'SNPLKNRPJHDVJA-ZETCQYMHSA-N', 'PubChem Compound': '131204', 'PubChem Substance': '347827835', 'unii': '1O6C93RI7Z'}	1	0.9868670377	0.6819244375	0.0115761477	0.0510814649	0.0010056628	0.002414111	{'topical', 'intravenous', 'intramuscular', 'oral'}	TRUE	FALSE	FALSE
dextroamphetamine	{'cas-number': '51-64-9', 'ChEBI': '4469', 'ChEMBL': 'CHEMBL612', 'drugbank-id': 'DB01576', 'InChIKey': 'KWTSXDURSIMDCE-QMMMGPOBSA-N', 'PubChem Compound': '5826', 'PubChem Substance': '46506252', 'unii': 'TZ47U051FI'}	1	0.9961276045	0.9655394383	0.0168544448	0.0629453498	0.0093081811	0.0012526437	{'transdermal', 'oral'}	TRUE	FALSE	FALSE
dichlorobenzyl alcohol	{'cas-number': '1777-82-8', 'ChEBI': '48220', 'ChEMBL': 'CHEMBL3184437', 'drugbank-id': 'DB13269', 'InChIKey': 'DBHODFSFBXJZNY-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '1NKX3648J9'}	1	0.9973273749	0.926306377	0.0300479515	0.2787224196	0.1695944697	0.1493917372	{'oral'}	TRUE	FALSE	FALSE
diethylcarbamazine	{'cas-number': '90-89-1', 'ChEBI': '4527', 'ChEMBL': 'CHEMBL684', 'drugbank-id': 'DB00711', 'InChIKey': 'RCKMWOKWVGPNJF-UHFFFAOYSA-N', 'PubChem Compound': '3052', 'PubChem Substance': '46506830', 'unii': 'V867Q8X3ZD'}	1	0.9912175542	0.9632319913	0.0277284128	0.1101693976	0.0006696879	0.0012625117	{'oral'}	TRUE	FALSE	FALSE
difenoxin	{'cas-number': '28782-42-5', 'ChEBI': '4534', 'ChEMBL': 'CHEMBL1201321', 'drugbank-id': 'DB01501', 'InChIKey': 'UFIVBRCCIRTJTN-UHFFFAOYSA-N', 'PubChem Compound': '34328', 'PubChem Substance': '46508854', 'unii': '3ZZ5BJ9F2Q'}	1	0.9919300354	0.7221320584	0.7105938471	0.1634553009	0.0274793757	0.0792686081	{'oral'}	TRUE	FALSE	FALSE
dihydrocodeine	{'cas-number': '125-28-0', 'ChEBI': '135276', 'ChEMBL': 'CHEMBL1595', 'drugbank-id': 'DB01551', 'InChIKey': 'RBOXVHNMENFORY-DNJOTXNNSA-N', 'PubChem Compound': '5284543', 'PubChem Substance': '46506478', 'unii': 'N9I9HDB855'}	1	0.9955291107	0.9879978411	0.0553513472	0.0569867774	0.0172827756	0.0094527055	{'oral'}	TRUE	FALSE	FALSE
dimethyl fumarate	{'cas-number': '624-49-7', 'ChEBI': '76004', 'ChEMBL': 'CHEMBL2107333', 'drugbank-id': 'DB08908', 'InChIKey': 'LDCRTTXIJACKKU-ONEGZZNKSA-N', 'PubChem Compound': '637568', 'PubChem Substance': '347827812', 'unii': 'FO2303MNI2'}	1	0.9782974923	0.8478549016	0.0270420659	0.2421639264	0.0199736929	0.1635082328	{'oral'}	TRUE	FALSE	FALSE
diphenylpyraline	{'cas-number': '147-20-6', 'ChEBI': '59788', 'ChEMBL': 'CHEMBL1492', 'drugbank-id': 'DB01146', 'InChIKey': 'OWQUZNMMYNAXSL-UHFFFAOYSA-N', 'PubChem Compound': '3103', 'PubChem Substance': '46504936', 'unii': '33361OE3AV'}	1	0.9957144428	0.959649076	0.1370801153	0.080024213	0.1173815156	0.1046578426	{'topical', 'rectal', 'oral'}	TRUE	FALSE	FALSE
dipotassium phosphate	{'cas-number': '7758-11-4', 'ChEBI': '131527', 'ChEMBL': 'CHEMBL1200459', 'drugbank-id': 'DB09414', 'InChIKey': 'ZPWVASYFFYYZEW-UHFFFAOYSA-L', 'PubChem Compound': '24450', 'PubChem Substance': '347827847', 'unii': 'CI71S98N1Z'}	1	0.9722303698	0.9390910449	0.0132031841	0.1979276275	0.0698685382	0.022594463	{'intravesical', 'intravenous', 'oral', 'buccal'}	TRUE	FALSE	FALSE
diroximel fumarate	{'cas-number': '1577222-14-0', 'ChEBI': None, 'ChEMBL': 'CHEMBL3989944', 'drugbank-id': 'DB14783', 'InChIKey': 'YIMYDTCOUQIDMT-SNAWJCMRSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'K0N0Z40J3W'}	1	0.9851393284	0.9082228923	0.0265190481	0.2683953749	0.0262379098	0.1084083034	{'oral'}	TRUE	FALSE	FALSE
dl-alpha tocopheryl acetate	{'cas-number': '52225-20-4', 'ChEBI': '182695', 'ChEMBL': 'CHEMBL247481', 'drugbank-id': 'DB14477', 'InChIKey': 'ZAKOWWREFLAJOT-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'WR1WPI7EW8'}	1	0.9934717347	0.9367194726	0.7466920438	0.405628554	0.1190265472	0.1456430687	{'topical', 'intravenous', 'oral'}	TRUE	FALSE	FALSE
dl-alpha-tocopherol	{'cas-number': '10191-41-0', 'ChEBI': '93909', 'ChEMBL': 'CHEMBL49563', 'drugbank-id': 'DB14476', 'InChIKey': 'GVJHHUAWPYXKBD-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '7QWA1RIO01'}	1	0.9953818062	0.9232630249	0.7083007982	0.3636843101	0.0983160651	0.1605063803	{'topical', 'intravenous', 'intramuscular', 'oral'}	TRUE	FALSE	FALSE
dl-methylephedrine	{'cas-number': '1201-56-5', 'ChEBI': '113556', 'ChEMBL': 'CHEMBL445001', 'drugbank-id': 'DB11278', 'InChIKey': 'FMCGSUUBYTWNDP-ONGXEEELSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'SHS9PGQ2LS'}	1	0.993786399	0.8355842891	0.0194357514	0.0507527842	0.0058175353	0.0115706622	{'oral'}	TRUE	FALSE	FALSE
doconexent	{'cas-number': '6217-54-5', 'ChEBI': '28125', 'ChEMBL': 'CHEMBL367149', 'drugbank-id': 'DB03756', 'InChIKey': 'MBMBGCFOFBJSGT-KUBAVDMBSA-N', 'PubChem Compound': '445580', 'PubChem Substance': '46506213', 'unii': 'ZAD9OKH9JC'}	1	0.9621764063	0.5787245646	0.1337468552	0.2366970711	0.0259108102	0.3288633992	{'oral'}	TRUE	FALSE	FALSE
doxercalciferol	{'cas-number': '54573-75-0', 'ChEBI': '4712', 'ChEMBL': 'CHEMBL1200810', 'drugbank-id': 'DB06410', 'InChIKey': 'HKXBNHCUPKIYDM-CGMHZMFXSA-N', 'PubChem Compound': '46705423', 'PubChem Substance': '347827769', 'unii': '3DIZ9LF5Y9'}	1	0.9953617895	0.6637165834	0.6679147121	0.1171362856	0.0871580105	0.1661646823	{'intravenous', 'oral'}	TRUE	FALSE	FALSE
drospirenone	{'cas-number': '67392-87-4', 'ChEBI': '50838', 'ChEMBL': 'CHEMBL1509', 'drugbank-id': 'DB01395', 'InChIKey': 'METQSPRSQINEEU-HXCATZOESA-N', 'PubChem Compound': '68873', 'PubChem Substance': '46507653', 'unii': 'N295J34A25'}	1	0.989575553	0.7028786329	0.4314432917	0.383871374	0.2277436053	0.1302135449	{'oral'}	TRUE	FALSE	FALSE
empagliflozin	{'cas-number': '864070-44-0', 'ChEBI': '82720', 'ChEMBL': 'CHEMBL2107830', 'drugbank-id': 'DB09038', 'InChIKey': 'OBWASQILIWPZMG-QZMOQZSNSA-N', 'PubChem Compound': '11949646', 'PubChem Substance': '310264986', 'unii': 'HDC1R2M35U'}	1	0.9056046591	0.3756326954	0.6799391899	0.4215010958	0.0392955721	0.0964417185	{'oral'}	TRUE	FALSE	FALSE
encainide	{'cas-number': '66778-36-7', 'ChEBI': '4788', 'ChEMBL': 'CHEMBL315838', 'drugbank-id': 'DB01228', 'InChIKey': 'PJWPNDMDCLXCOM-UHFFFAOYSA-N', 'PubChem Compound': '48041', 'PubChem Substance': '46504470', 'unii': 'SY3J0147NB'}	1	0.9967493257	0.9688618832	0.8381981554	0.4475585401	0.3922908469	0.0575761279	{'oral'}	TRUE	FALSE	FALSE
ergosterol	{'cas-number': '57-87-4', 'ChEBI': '16933', 'ChEMBL': 'CHEMBL1232562', 'drugbank-id': 'DB04038', 'InChIKey': 'DNVPQKQSNYMLRS-APGDWVJJSA-N', 'PubChem Compound': '444679', 'PubChem Substance': '46505947', 'unii': 'Z30RAY509F'}	1	0.9958426363	0.8719747328	0.6312581635	0.2572788215	0.2140834055	0.0321764535	{'oral'}	TRUE	FALSE	FALSE
estetrol	{'cas-number': '15183-37-6', 'ChEBI': '142773', 'ChEMBL': 'CHEMBL1230314', 'drugbank-id': 'DB12235', 'InChIKey': 'AJIPIJNNOJSSQC-NYLIRDPKSA-N', 'PubChem Compound': '27125', 'PubChem Substance': '347828514', 'unii': 'ENB39R14VF'}	1	0.9906115934	0.5385024906	0.0854613343	0.195734651	0.0020096344	0.0034838694	{'oral'}	TRUE	FALSE	FALSE
estradiol acetate	{'cas-number': '4245-41-4', 'ChEBI': '135981', 'ChEMBL': 'CHEMBL1200430', 'drugbank-id': 'DB13952', 'InChIKey': 'FHXBMXJMKMWVRG-SLHNCBLASA-N', 'PubChem Compound': '9818306', 'PubChem Substance': None, 'unii': '5R97F5H93P'}	1	0.9966540538	0.5212394385	0.2019488443	0.4470723956	0.0157214226	0.0684633919	{'vaginal', 'oral'}	TRUE	FALSE	FALSE
estradiol valerate	{'cas-number': '979-32-8', 'ChEBI': '31561', 'ChEMBL': 'CHEMBL1511', 'drugbank-id': 'DB13956', 'InChIKey': 'RSEPBGGWRJCQGY-RBRWEJTLSA-N', 'PubChem Compound': '13791', 'PubChem Substance': None, 'unii': 'OKG364O896'}	1	0.9966984543	0.5963222941	0.619264456	0.3661428989	0.1364301462	0.1783086646	{'intramuscular', 'oral'}	TRUE	FALSE	FALSE
etafedrine	{'cas-number': '48141-64-6', 'ChEBI': None, 'ChEMBL': None, 'drugbank-id': 'DB11587', 'InChIKey': 'IRVLBORJKFZWMI-JQWIXIFHSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '2Y6VQU63E8'}	1	0.9945019579	0.8369309789	0.0225807477	0.0549131072	0.0064666411	0.0121553789	{'oral'}	TRUE	FALSE	FALSE
ethchlorvynol	{'cas-number': '113-18-8', 'ChEBI': '4882', 'ChEMBL': 'CHEMBL591', 'drugbank-id': 'DB00189', 'InChIKey': 'ZEHYJZXQEQOSON-AATRIKPKSA-N', 'PubChem Compound': '5281077', 'PubChem Substance': '46505006', 'unii': '6EIM3851UZ'}	1	0.994908052	0.8877554003	0.0244599165	0.1708722526	0.1997095528	0.078927301	{'oral'}	TRUE	FALSE	FALSE
ethoheptazine	{'cas-number': '77-15-6', 'ChEBI': '135074', 'ChEMBL': 'CHEMBL170797', 'drugbank-id': 'DB08988', 'InChIKey': 'WGJHHMKQBWSQIY-UHFFFAOYSA-N', 'PubChem Compound': '6469', 'PubChem Substance': '310264949', 'unii': '3A4G3A848U'}	1	0.996932821	0.9536437584	0.0414401929	0.0641262712	0.133334894	0.0991530013	{'oral'}	TRUE	FALSE	FALSE
