Main Name	DrugBank:Identifiers	score	Human Intestinal Absorption	Blood Brain Barrier	P-glycoprotein Inhibition	Drug Induced Liver Injury	CYP3A4 Inhibition	CYP2C9 Inhibition	DrugBank:Routes	DrugBank:FDA Approved	Less than $500	Pediatric Safety
cysteamine	{'cas-number': '60-23-1', 'ChEBI': '17141', 'ChEMBL': 'CHEMBL602', 'drugbank-id': 'DB00847', 'InChIKey': 'UFULAYFCSOUIOV-UHFFFAOYSA-N', 'PubChem Compound': '6058', 'PubChem Substance': '46507730', 'unii': '5UX2SD1KE2'}	2	0.9888642172	0.7759781326	0.0209376739	0.1732732744	0.002649099	0.0223713474	{'ophthalmic', 'oral'}	TRUE	TRUE	FALSE
danazol	{'cas-number': '17230-88-5', 'ChEBI': '4315', 'ChEMBL': 'CHEMBL1479', 'drugbank-id': 'DB01406', 'InChIKey': 'POZRVZJJTULAOH-LHZXLZLDSA-N', 'PubChem Compound': '28417', 'PubChem Substance': '46506475', 'unii': 'N29QWW3BUO'}	2	0.9971425818	0.6062092955	0.4956199719	0.4861032267	0.0462272947	0.4092137113	{'oral'}	TRUE	TRUE	FALSE
darifenacin	{'cas-number': '133099-04-4', 'ChEBI': '391960', 'ChEMBL': 'CHEMBL1346', 'drugbank-id': 'DB00496', 'InChIKey': 'HXGBXQDTNZMWGS-RUZDIDTESA-N', 'PubChem Compound': '444031', 'PubChem Substance': '46508104', 'unii': 'APG9819VLM'}	2	0.9950053787	0.9252604363	0.8816809819	0.3377875253	0.3020935066	0.0417762613	{'oral'}	TRUE	TRUE	FALSE
desipramine	{'cas-number': '50-47-5', 'ChEBI': '47781', 'ChEMBL': 'CHEMBL72', 'drugbank-id': 'DB01151', 'InChIKey': 'HCYAFALTSJYZDH-UHFFFAOYSA-N', 'PubChem Compound': '2995', 'PubChem Substance': '46504624', 'unii': 'TG537D343B'}	2	0.9972051226	0.9902515058	0.3535867767	0.1818194043	0.3983649026	0.0453617664	{'oral'}	TRUE	TRUE	FALSE
desogestrel	{'cas-number': '54024-22-5', 'ChEBI': '4453', 'ChEMBL': 'CHEMBL1533', 'drugbank-id': 'DB00304', 'InChIKey': 'RPLCPCMSCLEKRS-BPIQYHPVSA-N', 'PubChem Compound': '40973', 'PubChem Substance': '46505739', 'unii': '81K9V7M3A3'}	2	0.9975006372	0.5547040569	0.3465617017	0.194787073	0.4288415506	0.4272193227	{'oral'}	TRUE	TRUE	FALSE
dexbrompheniramine	{'cas-number': '132-21-8', 'ChEBI': '59269', 'ChEMBL': 'CHEMBL1201287', 'drugbank-id': 'DB00405', 'InChIKey': 'ZDIGNSYAACHWNL-HNNXBMFYSA-N', 'PubChem Compound': '16960', 'PubChem Substance': '46505186', 'unii': '75T64B71RP'}	2	0.9959943724	0.8840507901	0.0842334874	0.0681822993	0.0183307525	0.0104830841	{'oral'}	TRUE	TRUE	FALSE
dextropropoxyphene	{'cas-number': '469-62-5', 'ChEBI': '51173', 'ChEMBL': 'CHEMBL1213351', 'drugbank-id': 'DB00647', 'InChIKey': 'XLMALTXPSGQGBX-GCJKJVERSA-N', 'PubChem Compound': '10100', 'PubChem Substance': '46506690', 'unii': 'S2F83W92TK'}	2	0.9956935481	0.9666023406	0.666305516	0.1223120572	0.082078271	0.0151420101	{'oral'}	TRUE	TRUE	FALSE
diethylpropion	{'cas-number': '90-84-6', 'ChEBI': '4530', 'ChEMBL': 'CHEMBL1194666', 'drugbank-id': 'DB00937', 'InChIKey': 'XXEPPPIWZFICOJ-UHFFFAOYSA-N', 'PubChem Compound': '7029', 'PubChem Substance': '46506622', 'unii': 'Q94YYU22B8'}	2	0.9969716244	0.9408257477	0.0279001841	0.1090654931	0.0111653702	0.0693742749	{'oral'}	TRUE	TRUE	FALSE
dihydrotachysterol	{'cas-number': '67-96-9', 'ChEBI': '4591', 'ChEMBL': 'CHEMBL2356023', 'drugbank-id': 'DB01070', 'InChIKey': 'ILYCWAKSDCYMBB-OPCMSESCSA-N', 'PubChem Compound': '5311071', 'PubChem Substance': '46507699', 'unii': 'R5LM3H112R'}	2	0.9950998511	0.81870321	0.6645891253	0.1339772565	0.3840597793	0.0483850048	{'oral'}	TRUE	TRUE	FALSE
diphenhydramine	{'cas-number': '58-73-1', 'ChEBI': '4636', 'ChEMBL': 'CHEMBL657', 'drugbank-id': 'DB01075', 'InChIKey': 'ZZVUWRFHKOJYTH-UHFFFAOYSA-N', 'PubChem Compound': '3100', 'PubChem Substance': '46505484', 'unii': '8GTS82S83M'}	2	0.9946356734	0.9572691822	0.0606614812	0.0773513588	0.035224082	0.0630066732	{'topical', 'sublingual', 'intramuscular', 'parenteral', 'subcutaneous', 'respiratory (inhalation)', 'not applicable', 'intravenous', 'oral'}	TRUE	TRUE	FALSE
diphenidol	{'cas-number': '972-02-1', 'ChEBI': '4638', 'ChEMBL': 'CHEMBL936', 'drugbank-id': 'DB01231', 'InChIKey': 'OGAKLTJNUQRZJU-UHFFFAOYSA-N', 'PubChem Compound': '3055', 'PubChem Substance': '46506486', 'unii': 'NQO8R319LY'}	2	0.995347399	0.9716089534	0.2917580016	0.0860399111	0.0646994775	0.0788457524	{'oral'}	TRUE	TRUE	FALSE
diphenoxylate	{'cas-number': '915-30-0', 'ChEBI': '4639', 'ChEMBL': 'CHEMBL1201294', 'drugbank-id': 'DB01081', 'InChIKey': 'HYPPXZBJBPSRLK-UHFFFAOYSA-N', 'PubChem Compound': '13505', 'PubChem Substance': '46507130', 'unii': '73312P173G'}	2	0.9928693319	0.8624598808	0.915651236	0.1115365716	0.2675077531	0.159593268	{'oral'}	TRUE	TRUE	FALSE
disopyramide	{'cas-number': '3737-09-5', 'ChEBI': '4657', 'ChEMBL': 'CHEMBL517', 'drugbank-id': 'DB00280', 'InChIKey': 'UVTNFZQICZKOEM-UHFFFAOYSA-N', 'PubChem Compound': '3114', 'PubChem Substance': '46508226', 'unii': 'GFO928U8MQ'}	2	0.995043181	0.9603521082	0.1097704407	0.1460669903	0.0105549635	0.0091601464	{'oral'}	TRUE	TRUE	FALSE
doxepin	{'cas-number': '1668-19-5', 'ChEBI': '4710', 'ChEMBL': 'CHEMBL1628227', 'drugbank-id': 'DB01142', 'InChIKey': 'ODQWQRRAPPTVAG-UHFFFAOYSA-N', 'PubChem Compound': '667468', 'PubChem Substance': '46505232', 'unii': '5ASJ6HUZ7D'}	2	0.9956552137	0.9773984741	0.7685263559	0.2326017673	0.2331451951	0.0626359468	{'topical', 'oral'}	TRUE	TRUE	FALSE
doxylamine	{'cas-number': '469-21-6', 'ChEBI': '51380', 'ChEMBL': 'CHEMBL1004', 'drugbank-id': 'DB00366', 'InChIKey': 'HCFDWZZGGLSKEP-UHFFFAOYSA-N', 'PubChem Compound': '3162', 'PubChem Substance': '46506354', 'unii': '95QB77JKPL'}	2	0.9960173801	0.9558798296	0.045737215	0.1168250331	0.0070384255	0.0054629977	{'topical', 'oral'}	TRUE	TRUE	FALSE
ergocalciferol	{'cas-number': '50-14-6', 'ChEBI': '28934', 'ChEMBL': 'CHEMBL1536', 'drugbank-id': 'DB00153', 'InChIKey': 'MECHNRXZTMCUDQ-RKHKHRCZSA-N', 'PubChem Compound': '5280793', 'PubChem Substance': '46505053', 'unii': 'VS041H42XC'}	2	0.9957677079	0.8209726452	0.7367787809	0.1743366598	0.1523986022	0.0588238214	{'intravenous', 'cutaneous', 'oral'}	TRUE	TRUE	FALSE
ethanol	{'cas-number': '64-17-5', 'ChEBI': '16236', 'ChEMBL': 'CHEMBL545', 'drugbank-id': 'DB00898', 'InChIKey': 'LFQSCWFLJHTTHZ-UHFFFAOYSA-N', 'PubChem Compound': '702', 'PubChem Substance': '46506969', 'unii': '3K9958V90M'}	2	0.9941371015	0.9355469098	0.0166257901	0.0902113452	0.0026864105	0.0059746153	{'irrigation', 'dental', 'electro-osmosis', 'intravenous', 'nasal', 'intramuscular', 'extracorporeal', 'ureteral', 'intraspinal', 'oral', 'ophthalmic', 'cutaneous', 'percutaneous', 'topical', 'vaginal', 'subcutaneous', 'respiratory (inhalation)', 'infiltration', 'transdermal'}	TRUE	TRUE	FALSE
ethionamide	{'cas-number': '536-33-4', 'ChEBI': '4885', 'ChEMBL': 'CHEMBL1441', 'drugbank-id': 'DB00609', 'InChIKey': 'AEOCXXJPGCBFJA-UHFFFAOYSA-N', 'PubChem Compound': '2761171', 'PubChem Substance': '46506077', 'unii': 'OAY8ORS3CQ'}	2	0.994226669	0.9405141421	0.0158357756	0.4552893847	0.0097345621	0.0075407086	{'oral'}	TRUE	TRUE	FALSE
flavoxate	{'cas-number': '15301-69-6', 'ChEBI': '5088', 'ChEMBL': 'CHEMBL1493', 'drugbank-id': 'DB01148', 'InChIKey': 'SPIUTQOUKAMGCX-UHFFFAOYSA-N', 'PubChem Compound': '3354', 'PubChem Substance': '46505138', 'unii': '3E74Y80MEY'}	2	0.9960736861	0.904864159	0.9685709209	0.3226133854	0.1850481969	0.2816327075	{'oral'}	TRUE	TRUE	FALSE
flecainide	{'cas-number': '54143-55-4', 'ChEBI': '75984', 'ChEMBL': 'CHEMBL652', 'drugbank-id': 'DB01195', 'InChIKey': 'DJBNUMBKLMJRSA-UHFFFAOYSA-N', 'PubChem Compound': '3356', 'PubChem Substance': '46508078', 'unii': 'K94FTS1806'}	2	0.9943634016	0.9179912157	0.3044105109	0.3317269695	0.0810913383	0.0652542471	{'oral'}	TRUE	TRUE	FALSE
fludrocortisone	{'cas-number': '127-31-1', 'ChEBI': '50885', 'ChEMBL': 'CHEMBL1201388', 'drugbank-id': 'DB00687', 'InChIKey': 'AAXVEMMRQDVLJB-BULBTXNYSA-N', 'PubChem Compound': '31378', 'PubChem Substance': '46508616', 'unii': 'U0476M545B'}	2	0.9948664298	0.8660886007	0.0786691475	0.1165396814	0.0258411855	0.0183617845	{'oral'}	TRUE	TRUE	FALSE
fluoxymesterone	{'cas-number': '76-43-7', 'ChEBI': '5120', 'ChEMBL': 'CHEMBL1445', 'drugbank-id': 'DB01185', 'InChIKey': 'YLRFCQOZQXIBAB-RBZZARIASA-N', 'PubChem Compound': '6446', 'PubChem Substance': '46508867', 'unii': '9JU12S4YFY'}	2	0.9960032132	0.912797782	0.1543887811	0.1528672593	0.0173099887	0.020428751	{'oral'}	TRUE	TRUE	FALSE
fosfomycin	{'cas-number': '23155-02-4', 'ChEBI': '28915', 'ChEMBL': 'CHEMBL1757', 'drugbank-id': 'DB00828', 'InChIKey': 'YMDXZJFXQJVXBF-STHAYSLISA-N', 'PubChem Compound': '446987', 'PubChem Substance': '46506665', 'unii': '2N81MY12TE'}	2	0.9560251123	0.6789306646	0.0145646338	0.2372829082	0.0401160219	0.0136977806	{'intravenous', 'oral'}	TRUE	TRUE	FALSE
galantamine	{'cas-number': '357-70-0', 'ChEBI': '42944', 'ChEMBL': 'CHEMBL659', 'drugbank-id': 'DB00674', 'InChIKey': 'ASUTZQLVASHGKV-JDFRZJQESA-N', 'PubChem Compound': '9651', 'PubChem Substance': '46505659', 'unii': '0D3Q044KCA'}	2	0.9957008389	0.9810394243	0.0661908385	0.1667754959	0.0130458419	0.0187912148	{'oral'}	TRUE	TRUE	FALSE
glycine	{'cas-number': '56-40-6', 'ChEBI': '15428', 'ChEMBL': 'CHEMBL773', 'drugbank-id': 'DB00145', 'InChIKey': 'DHMQDGOQFOQNFH-UHFFFAOYSA-N', 'PubChem Compound': '750', 'PubChem Substance': '46508219', 'unii': 'TE7660XO1C'}	2	0.9920887628	0.7341955933	0.0126945179	0.1694164989	0.0002368439	0.0020643932	{'topical', 'irrigation', 'dental', 'intravenous', 'oral', 'hemodialysis'}	TRUE	TRUE	FALSE
guanidine	{'cas-number': '113-00-8', 'ChEBI': '42820', 'ChEMBL': 'CHEMBL821', 'drugbank-id': 'DB00536', 'InChIKey': 'ZRALSGWEFCBTJO-UHFFFAOYSA-N', 'PubChem Compound': '3520', 'PubChem Substance': '46507543', 'unii': 'JU58VJ6Y3B'}	2	0.9757101795	0.6433571609	0.0373970276	0.1186136234	0.0050277365	0.0010292954	{'oral'}	TRUE	TRUE	FALSE
haloperidol	{'cas-number': '52-86-8', 'ChEBI': '5613', 'ChEMBL': 'CHEMBL54', 'drugbank-id': 'DB00502', 'InChIKey': 'LNEPOXFFQSENCJ-UHFFFAOYSA-N', 'PubChem Compound': '3559', 'PubChem Substance': '46508794', 'unii': 'J6292F8L3D'}	2	0.995622738	0.958398004	0.7001198497	0.1610622006	0.2612977103	0.1745279831	{'intramuscular', 'oral'}	TRUE	TRUE	FALSE
hydrocodone	{'cas-number': '125-29-1', 'ChEBI': '5779', 'ChEMBL': 'CHEMBL1457', 'drugbank-id': 'DB00956', 'InChIKey': 'LLPOLZWFYMWNKH-CMKMFDCUSA-N', 'PubChem Compound': '5284569', 'PubChem Substance': '46506225', 'unii': '6YKS4Y3WQ7'}	2	0.9953272922	0.980879502	0.0452202061	0.0734397346	0.0356610478	0.0088840201	{'topical', 'oral'}	TRUE	TRUE	FALSE
hydromorphone	{'cas-number': '466-99-9', 'ChEBI': '5790', 'ChEMBL': 'CHEMBL398707', 'drugbank-id': 'DB00327', 'InChIKey': 'WVLOADHCBXTIJK-YNHQPCIGSA-N', 'PubChem Compound': '5284570', 'PubChem Substance': '46508700', 'unii': 'Q812464R06'}	2	0.9948868977	0.9753585161	0.035492789	0.0657108518	0.0080993984	0.0050079096	{'intramuscular', 'rectal', 'subcutaneous', 'intravenous', 'oral'}	TRUE	TRUE	FALSE
hyoscyamine	{'cas-number': '101-31-5', 'ChEBI': '17486', 'ChEMBL': 'CHEMBL1331216', 'drugbank-id': 'DB00424', 'InChIKey': 'RKUNBYITZUJHSG-FXUDXRNXSA-N', 'PubChem Compound': '154417', 'PubChem Substance': '46507345', 'unii': 'PX44XO846X'}	2	0.9942824969	0.7792317984	0.0222201636	0.1313012232	0.0120898893	0.0038423407	{'topical', 'subcutaneous', 'sublingual', 'oral'}	TRUE	TRUE	FALSE
isosorbide dinitrate	{'cas-number': '87-33-2', 'ChEBI': '6061', 'ChEMBL': 'CHEMBL6622', 'drugbank-id': 'DB00883', 'InChIKey': 'MOYKHGMNXAOIAT-JGWLITMVSA-N', 'PubChem Compound': '6883', 'PubChem Substance': '46506412', 'unii': 'IA7306519N'}	2	0.9700495134	0.6803177346	0.0117454637	0.3429648402	0.0046266909	0.0009885002	{'sublingual', 'intramuscular', 'oral'}	TRUE	TRUE	FALSE
isosorbide mononitrate	{'cas-number': '16051-77-7', 'ChEBI': '6062', 'ChEMBL': 'CHEMBL1311', 'drugbank-id': 'DB01020', 'InChIKey': 'YWXYYJSYQOXTPL-SLPGGIOYSA-N', 'PubChem Compound': '27661', 'PubChem Substance': '46506594', 'unii': 'LX1OH63030'}	2	0.9873840339	0.8104040594	0.0158846423	0.305445173	0.0031044068	0.000987554	{'oral'}	TRUE	TRUE	FALSE
isotretinoin	{'cas-number': '4759-48-2', 'ChEBI': '6067', 'ChEMBL': 'CHEMBL547', 'drugbank-id': 'DB00982', 'InChIKey': 'SHGAZHPCJJPHSC-XFYACQKRSA-N', 'PubChem Compound': '5282379', 'PubChem Substance': '46508729', 'unii': 'EH28UP18IF'}	2	0.9946816706	0.8352484154	0.1705095907	0.2572994529	0.0615321094	0.2495428504	{'topical', 'oral'}	TRUE	TRUE	FALSE
kaolin	{'cas-number': '1332-58-7', 'ChEBI': None, 'ChEMBL': None, 'drugbank-id': 'DB01575', 'InChIKey': 'KGOIAFZMMLWXLM-UHFFFAOYSA-N', 'PubChem Compound': '92024769', 'PubChem Substance': '46508763', 'unii': '24H4NWX5CO'}	2	0.8950781382	0.5510833225	0.045741743	0.2517042943	0.0063006107	0.0043090151	{'topical', 'oral'}	TRUE	TRUE	FALSE
l-glutamine	{'cas-number': '56-85-9', 'ChEBI': '58359', 'ChEMBL': 'CHEMBL930', 'drugbank-id': 'DB00130', 'InChIKey': 'ZDXPYRJPNDTMRX-VKHMYHEASA-N', 'PubChem Compound': '5961', 'PubChem Substance': '46505866', 'unii': '0RH81L854J'}	2	0.9879309502	0.6484793747	0.0171335374	0.1994102425	0.0008427496	0.0071870891	{'oral'}	TRUE	TRUE	FALSE
levamisole	{'cas-number': '14769-73-4', 'ChEBI': '6432', 'ChEMBL': 'CHEMBL1454', 'drugbank-id': 'DB00848', 'InChIKey': 'HLFSDGLLUJUHTE-SNVBAGLBSA-N', 'PubChem Compound': '26879', 'PubChem Substance': '46509052', 'unii': '2880D3468G'}	2	0.9950322849	0.9663752294	0.0319120139	0.4570114694	0.0493742783	0.0116159274	{'oral'}	TRUE	TRUE	FALSE
levomenthol	{'cas-number': '2216-51-5', 'ChEBI': '15409', 'ChEMBL': 'CHEMBL470670', 'drugbank-id': 'DB00825', 'InChIKey': 'NOOLISFMXDJSKH-KXUCPTDWSA-N', 'PubChem Compound': '16666', 'PubChem Substance': '46506513', 'unii': 'BZ1R15MTK7'}	2	0.9961914111	0.9491253132	0.0299022966	0.150994201	0.0481332018	0.0174902479	{'topical', 'nasal', 'percutaneous', 'cutaneous', 'buccal', 'dental', 'rectal', 'respiratory (inhalation)', 'transdermal', 'oral'}	TRUE	TRUE	FALSE
lipoic acid	{'cas-number': '1200-22-2', 'ChEBI': '30314', 'ChEMBL': 'CHEMBL134342', 'drugbank-id': 'DB00166', 'InChIKey': 'AGBQKNBQESQNJD-SSDOTTSWSA-N', 'PubChem Compound': '6112', 'PubChem Substance': '46504826', 'unii': 'VLL71EBS9Z'}	2	0.969376028	0.7860695394	0.0088086231	0.3868484154	0.0025596592	0.0074881537	{'topical', 'oral'}	TRUE	TRUE	FALSE
lomustine	{'cas-number': '13010-47-4', 'ChEBI': '6520', 'ChEMBL': 'CHEMBL514', 'drugbank-id': 'DB01206', 'InChIKey': 'GQYIWUVLTXOXAJ-UHFFFAOYSA-N', 'PubChem Compound': '3950', 'PubChem Substance': '46506562', 'unii': '7BRF0Z81KG'}	2	0.9959701409	0.9579258854	0.021896692	0.2903467887	0.0466789367	0.0200033202	{'oral'}	TRUE	TRUE	FALSE
loperamide	{'cas-number': '53179-11-6', 'ChEBI': '6532', 'ChEMBL': 'CHEMBL841', 'drugbank-id': 'DB00836', 'InChIKey': 'RDOIQAHITMMDAJ-UHFFFAOYSA-N', 'PubChem Compound': '3955', 'PubChem Substance': '46504591', 'unii': '6X9OC3H4II'}	2	0.9928257165	0.6355616715	0.923416124	0.1151055365	0.0972690106	0.1017402706	{'oral'}	TRUE	TRUE	FALSE
meclizine	{'cas-number': '569-65-3', 'ChEBI': '6709', 'ChEMBL': 'CHEMBL1623', 'drugbank-id': 'DB00737', 'InChIKey': 'OCJYIGYOJCODJL-UHFFFAOYSA-N', 'PubChem Compound': '4034', 'PubChem Substance': '46507782', 'unii': '3L5TQ84570'}	2	0.9959230057	0.9491492154	0.5379323956	0.1137057525	0.2843221621	0.3811572209	{'topical', 'oral'}	TRUE	TRUE	FALSE
medroxyprogesterone acetate	{'cas-number': '71-58-9', 'ChEBI': '6716', 'ChEMBL': 'CHEMBL717', 'drugbank-id': 'DB00603', 'InChIKey': 'PSGAAPLEWMOORI-PEINSRQWSA-N', 'PubChem Compound': '6279', 'PubChem Substance': '46508895', 'unii': 'C2QI4IOI2G'}	2	0.995773589	0.9136120793	0.7468851427	0.3512046963	0.0723873523	0.0635270537	{'not applicable', 'oral', 'intramuscular', 'subcutaneous'}	TRUE	TRUE	FALSE
megestrol acetate	{'cas-number': '595-33-5', 'ChEBI': '6723', 'ChEMBL': 'CHEMBL1201139', 'drugbank-id': 'DB00351', 'InChIKey': 'RQZAXGRLVPAYTJ-GQFGMJRRSA-N', 'PubChem Compound': '11683', 'PubChem Substance': '46505827', 'unii': 'TJ2M0FR8ES'}	2	0.9962686834	0.9027515564	0.7510085233	0.3415267872	0.3434227279	0.0879505209	{'oral'}	TRUE	TRUE	FALSE
meperidine	{'cas-number': '57-42-1', 'ChEBI': '6754', 'ChEMBL': 'CHEMBL607', 'drugbank-id': 'DB00454', 'InChIKey': 'XADCESSVHJOZHK-UHFFFAOYSA-N', 'PubChem Compound': '4058', 'PubChem Substance': '46506899', 'unii': '9E338QE28F'}	2	0.9959650155	0.9623226684	0.0399751128	0.0579172034	0.0311958247	0.0339979669	{'intravenous', 'oral', 'intramuscular', 'subcutaneous'}	TRUE	TRUE	FALSE
meprobamate	{'cas-number': '57-53-4', 'ChEBI': '6761', 'ChEMBL': 'CHEMBL979', 'drugbank-id': 'DB00371', 'InChIKey': 'NPPQSCRMBWNHMW-UHFFFAOYSA-N', 'PubChem Compound': '4064', 'PubChem Substance': '46508142', 'unii': '9I7LNY769Q'}	2	0.9945623815	0.9286034432	0.0264131831	0.3272094816	0.002595489	0.0034008973	{'oral'}	TRUE	TRUE	FALSE
metamfetamine	{'cas-number': '537-46-2', 'ChEBI': '6809', 'ChEMBL': 'CHEMBL1201201', 'drugbank-id': 'DB01577', 'InChIKey': 'MYWUZJCMWCOHBA-VIFPVBQESA-N', 'PubChem Compound': '10836', 'PubChem Substance': '46508541', 'unii': '44RAL3456C'}	2	0.9966205591	0.9606759956	0.0179818697	0.082844604	0.0041978529	0.0048626865	{'oral'}	TRUE	TRUE	FALSE
metaxalone	{'cas-number': '1665-48-1', 'ChEBI': '6797', 'ChEMBL': 'CHEMBL1079604', 'drugbank-id': 'DB00660', 'InChIKey': 'IMWZZHHPURKASS-UHFFFAOYSA-N', 'PubChem Compound': '15459', 'PubChem Substance': '46506253', 'unii': '1NMA9J598Y'}	2	0.9962940656	0.9594529811	0.036643127	0.4471869455	0.3796157965	0.1878976471	{'topical', 'oral'}	TRUE	TRUE	FALSE
methadone	{'cas-number': '76-99-3', 'ChEBI': '167309', 'ChEMBL': 'CHEMBL651', 'drugbank-id': 'DB00333', 'InChIKey': 'USSIQXCVUWKGNF-UHFFFAOYSA-N', 'PubChem Compound': '4095', 'PubChem Substance': '46505722', 'unii': 'UC6VBE7V1Z'}	2	0.9959092396	0.9750355727	0.2020769065	0.0880161327	0.0408287994	0.0151666605	{'oral', 'intravenous', 'intramuscular', 'subcutaneous'}	TRUE	TRUE	FALSE
methionine	{'cas-number': '63-68-3', 'ChEBI': '57844', 'ChEMBL': 'CHEMBL42336', 'drugbank-id': 'DB00134', 'InChIKey': 'FFEARJCKVFRZRR-BYPYZUCNSA-N', 'PubChem Compound': '6137', 'PubChem Substance': '46505750', 'unii': 'AE28F7PNPL'}	2	0.9926215391	0.6328502622	0.0127037398	0.1063259586	0.005307482	0.0052537687	{'topical', 'intravenous', 'oral', 'hemodialysis'}	TRUE	TRUE	FALSE
methocarbamol	{'cas-number': '532-03-6', 'ChEBI': '77498', 'ChEMBL': 'CHEMBL1201117', 'drugbank-id': 'DB00423', 'InChIKey': 'GNXFOGHNGIVQEH-UHFFFAOYSA-N', 'PubChem Compound': '4107', 'PubChem Substance': '46507761', 'unii': '125OD7737X'}	2	0.99565745	0.9286362102	0.0478965821	0.3148336059	0.0215628533	0.0215792733	{'intramuscular', 'parenteral', 'not applicable', 'intravenous', 'oral'}	TRUE	TRUE	FALSE
methylphenidate	{'cas-number': '113-45-1', 'ChEBI': '84276', 'ChEMBL': 'CHEMBL796', 'drugbank-id': 'DB00422', 'InChIKey': 'DUGOZIWVEXMGBE-UHFFFAOYSA-N', 'PubChem Compound': '4158', 'PubChem Substance': '46505929', 'unii': '207ZZ9QZ49'}	2	0.9963395351	0.9632301645	0.0284887134	0.0878618947	0.1723746471	0.0264251232	{'transdermal', 'oral'}	TRUE	TRUE	FALSE
metoclopramide	{'cas-number': '364-62-5', 'ChEBI': '107736', 'ChEMBL': 'CHEMBL86', 'drugbank-id': 'DB01233', 'InChIKey': 'TTWJBBZEZQICBI-UHFFFAOYSA-N', 'PubChem Compound': '4168', 'PubChem Substance': '46505631', 'unii': 'L4YEB44I46'}	2	0.9964629091	0.9543879726	0.0246121235	0.3948176637	0.1123226737	0.0094163192	{'nasal', 'intramuscular', 'not applicable', 'intravenous', 'oral'}	TRUE	TRUE	FALSE
mexiletine	{'cas-number': '31828-71-4', 'ChEBI': '6916', 'ChEMBL': 'CHEMBL558', 'drugbank-id': 'DB00379', 'InChIKey': 'VLPIATFUUWWMKC-UHFFFAOYSA-N', 'PubChem Compound': '4178', 'PubChem Substance': '46505491', 'unii': '1U511HHV4Z'}	2	0.996484565	0.9157438263	0.0440411388	0.0820863332	0.0293619606	0.0158244524	{'oral'}	TRUE	TRUE	FALSE
milnacipran	{'cas-number': '92623-85-3', 'ChEBI': '135005', 'ChEMBL': 'CHEMBL259209', 'drugbank-id': 'DB04896', 'InChIKey': 'GJJFMKBJSRMPLA-UHFFFAOYSA-N', 'PubChem Compound': '65833', 'PubChem Substance': '46506141', 'unii': 'G56VK1HF36'}	2	0.9957655197	0.9485107869	0.036414265	0.0933645643	0.1903666688	0.0161047374	{'oral'}	TRUE	TRUE	FALSE
minoxidil	{'cas-number': '38304-91-5', 'ChEBI': '6942', 'ChEMBL': 'CHEMBL802', 'drugbank-id': 'DB00350', 'InChIKey': 'ZFMITUMMTDLWHR-UHFFFAOYSA-N', 'PubChem Compound': '4201', 'PubChem Substance': '46508344', 'unii': '5965120SH1'}	2	0.9906789924	0.7938531053	0.0223663504	0.3109703234	0.0728076311	0.0178923765	{'topical', 'cutaneous', 'extracorporeal', 'not applicable', 'oral'}	TRUE	TRUE	FALSE
modafinil	{'cas-number': '68693-11-8', 'ChEBI': '77585', 'ChEMBL': 'CHEMBL1373', 'drugbank-id': 'DB00745', 'InChIKey': 'YFGHCGITMMYXAQ-UHFFFAOYSA-N', 'PubChem Compound': '4236', 'PubChem Substance': '46504648', 'unii': 'R3UK8X3U3D'}	2	0.9952020428	0.9359464538	0.0216945344	0.4231986957	0.0384766933	0.0980596593	{'oral'}	TRUE	TRUE	FALSE
molindone	{'cas-number': '7416-34-4', 'ChEBI': '6965', 'ChEMBL': 'CHEMBL460', 'drugbank-id': 'DB01618', 'InChIKey': 'KLPWJLBORRMFGK-UHFFFAOYSA-N', 'PubChem Compound': '23897', 'PubChem Substance': '46504744', 'unii': 'RT3Y3QMF8N'}	2	0.9968615868	0.9674928689	0.1340369885	0.4652716356	0.3956959614	0.0526224804	{'oral'}	TRUE	TRUE	FALSE
nateglinide	{'cas-number': '105816-04-4', 'ChEBI': '31897', 'ChEMBL': 'CHEMBL783', 'drugbank-id': 'DB00731', 'InChIKey': 'OELFLUMRDSZNSF-BRWVUGGUSA-N', 'PubChem Compound': '5311309', 'PubChem Substance': '46504836', 'unii': '41X3PWK4O2'}	2	0.9917413988	0.5854163938	0.0383011654	0.2301491228	0.0223710927	0.0076307432	{'oral'}	TRUE	TRUE	FALSE
nicotine	{'cas-number': '54-11-5', 'ChEBI': '17688', 'ChEMBL': 'CHEMBL3', 'drugbank-id': 'DB00184', 'InChIKey': 'SNICXCGAKADSCV-JTQLQIEISA-N', 'PubChem Compound': '89594', 'PubChem Substance': '46506924', 'unii': '6M3C89ZY6R'}	2	0.9954638097	0.9739189226	0.0178602032	0.1205552488	0.0179253801	0.0015416395	{'topical', 'nasal', 'dental', 'buccal', 'respiratory (inhalation)', 'not applicable', 'transdermal', 'oral'}	TRUE	TRUE	FALSE
orphenadrine	{'cas-number': '83-98-7', 'ChEBI': '7789', 'ChEMBL': 'CHEMBL900', 'drugbank-id': 'DB01173', 'InChIKey': 'QVYRGXJJSLMXQH-UHFFFAOYSA-N', 'PubChem Compound': '4601', 'PubChem Substance': '46506085', 'unii': 'AL805O9OG9'}	2	0.9959415553	0.9625464855	0.1119974116	0.083840621	0.0488118501	0.0275407122	{'intravenous', 'intramuscular', 'oral'}	TRUE	TRUE	FALSE
