Main Name	DrugBank:Identifiers	score	Human Intestinal Absorption	Blood Brain Barrier	P-glycoprotein Inhibition	Drug Induced Liver Injury	CYP3A4 Inhibition	CYP2C9 Inhibition	DrugBank:Routes	DrugBank:FDA Approved	Less than $500	Pediatric Safety
midodrine	{'cas-number': '42794-76-3', 'ChEBI': '6933', 'ChEMBL': 'CHEMBL1201212', 'drugbank-id': 'DB00211', 'InChIKey': 'PTKSEFOSCHHMPD-UHFFFAOYSA-N', 'PubChem Compound': '4195', 'PubChem Substance': '46507373', 'unii': '6YE7PBM15H'}	5	0.9941974572	0.5439380036	0.0276052086	0.0960257179	0.1034046348	0.0290215325	{'oral'}	TRUE	TRUE	TRUE
alfacalcidol	{'cas-number': '41294-56-8', 'ChEBI': '31186', 'ChEMBL': 'CHEMBL1601669', 'drugbank-id': 'DB01436', 'InChIKey': 'OFHCOWSQAMBJIW-AVJTYSNKSA-N', 'PubChem Compound': '5282181', 'PubChem Substance': '46505115', 'unii': 'URQ2517572'}	4	0.9956055258	0.6902847237	0.6589712814	0.0994645783	0.0569378673	0.0874260898	{'intravenous', 'oral'}	TRUE	TRUE	TRUE
amantadine	{'cas-number': '768-94-5', 'ChEBI': '2618', 'ChEMBL': 'CHEMBL660', 'drugbank-id': 'DB00915', 'InChIKey': 'DKNWSYNQZKUICI-UHFFFAOYSA-N', 'PubChem Compound': '2130', 'PubChem Substance': '46507081', 'unii': 'BF4C9Z1J53'}	4	0.9947038662	0.9590178545	0.0316617165	0.1653867416	0.0100970114	0.0048468235	{'topical', 'oral'}	TRUE	TRUE	TRUE
baclofen	{'cas-number': '1134-47-0', 'ChEBI': '2972', 'ChEMBL': 'CHEMBL701', 'drugbank-id': 'DB00181', 'InChIKey': 'KPYSYYIEGFHWSV-UHFFFAOYSA-N', 'PubChem Compound': '2284', 'PubChem Substance': '46508181', 'unii': 'H789N3FKE8'}	4	0.9939324926	0.7504265696	0.0084741129	0.2053733422	0.0048091002	0.0058147513	{'topical', 'intrathecal', 'oral'}	TRUE	TRUE	TRUE
bisoprolol	{'cas-number': '66722-44-9', 'ChEBI': '3127', 'ChEMBL': 'CHEMBL645', 'drugbank-id': 'DB00612', 'InChIKey': 'VHYCDWMUTMEGQY-UHFFFAOYSA-N', 'PubChem Compound': '2405', 'PubChem Substance': '46508844', 'unii': 'Y41JS2NL6U'}	4	0.9945007443	0.6172274123	0.155781309	0.0984139437	0.0916775584	0.0396609295	{'oral'}	TRUE	TRUE	TRUE
clemastine	{'cas-number': '15686-51-8', 'ChEBI': '3738', 'ChEMBL': 'CHEMBL1626', 'drugbank-id': 'DB00283', 'InChIKey': 'YNNUSGIPVFPVBX-NHCUHLMSSA-N', 'PubChem Compound': '26987', 'PubChem Substance': '46506492', 'unii': '95QN29S1ID'}	4	0.9962602638	0.9759375362	0.6988985776	0.0808508324	0.0865412139	0.0174891847	{'oral'}	TRUE	TRUE	TRUE
flunarizine	{'cas-number': '52468-60-7', 'ChEBI': '135652', 'ChEMBL': 'CHEMBL30008', 'drugbank-id': 'DB04841', 'InChIKey': 'SMANXXCATUTDDT-QPJJXVBHSA-N', 'PubChem Compound': '941361', 'PubChem Substance': '46507129', 'unii': 'R7PLA2DM0J'}	4	0.99469312	0.9601832251	0.863036718	0.2053788872	0.15584724	0.3741565833	{'oral'}	TRUE	TRUE	TRUE
hydroxyurea	{'cas-number': '127-07-1', 'ChEBI': '44423', 'ChEMBL': 'CHEMBL467', 'drugbank-id': 'DB01005', 'InChIKey': 'VSNHCAURESNICA-UHFFFAOYSA-N', 'PubChem Compound': '3657', 'PubChem Substance': '46506927', 'unii': 'X6Q56QN5QC'}	4	0.9791829144	0.8049959977	0.0340178223	0.2577863354	0.0007573177	0.0019061903	{'oral'}	TRUE	TRUE	TRUE
lisdexamfetamine	{'cas-number': '608137-32-2', 'ChEBI': '135925', 'ChEMBL': 'CHEMBL1201222', 'drugbank-id': 'DB01255', 'InChIKey': 'VOBHXZCDAVEXEY-JSGCOSHPSA-N', 'PubChem Compound': '11597698', 'PubChem Substance': '46505358', 'unii': 'H645GUL8KJ'}	4	0.9950077781	0.7937560259	0.0457279419	0.1252882314	0.211595254	0.0251816876	{'oral'}	TRUE	TRUE	TRUE
naloxone	{'cas-number': '465-65-6', 'ChEBI': '7459', 'ChEMBL': 'CHEMBL80', 'drugbank-id': 'DB01183', 'InChIKey': 'UZHSEJADLWPNLE-GRGSLBFTSA-N', 'PubChem Compound': '5284596', 'PubChem Substance': '46508816', 'unii': '36B82AMQ7N'}	4	0.9946825046	0.9766973501	0.0362552897	0.0492715036	0.0161851838	0.0093924294	{'topical', 'nasal', 'sublingual', 'intramuscular', 'buccal', 'parenteral', 'subcutaneous', 'not applicable', 'intravenous', 'oral'}	TRUE	TRUE	TRUE
pregabalin	{'cas-number': '148553-50-8', 'ChEBI': '64356', 'ChEMBL': 'CHEMBL1059', 'drugbank-id': 'DB00230', 'InChIKey': 'AYXYPKUFHZROOJ-ZETCQYMHSA-N', 'PubChem Compound': '5486971', 'PubChem Substance': '46504934', 'unii': '55JG375S6M'}	4	0.991528913	0.6989320913	0.0138509315	0.0690958076	0.0024115988	0.004761295	{'not applicable', 'oral'}	TRUE	TRUE	TRUE
progesterone	{'cas-number': '57-83-0', 'ChEBI': '17026', 'ChEMBL': 'CHEMBL103', 'drugbank-id': 'DB00396', 'InChIKey': 'RJKFOVLPORLFTN-LEKSSAKUSA-N', 'PubChem Compound': '5994', 'PubChem Substance': '46508968', 'unii': '4G7DS2Q64Y'}	4	0.9967814351	0.224789552	0.601473929	0.4204950912	0.0245982925	0.1273965503	{'topical', 'intramuscular', 'vaginal', 'subcutaneous', 'not applicable', 'transdermal', 'oral'}	TRUE	TRUE	TRUE
pseudoephedrine	{'cas-number': '90-82-4', 'ChEBI': '51209', 'ChEMBL': 'CHEMBL1590', 'drugbank-id': 'DB00852', 'InChIKey': 'KWGRBVOPPLSCSI-WCBMZHEXSA-N', 'PubChem Compound': '7028', 'PubChem Substance': '46508190', 'unii': '7CUC9DDI9F'}	4	0.9958433434	0.5740151209	0.0155872898	0.0699944505	0.0075026293	0.0121261765	{'nasal', 'oral'}	TRUE	TRUE	TRUE
succinic acid	{'cas-number': '110-15-6', 'ChEBI': '15741', 'ChEMBL': 'CHEMBL576', 'drugbank-id': 'DB00139', 'InChIKey': 'KDYFGRWQOYBRFD-UHFFFAOYSA-N', 'PubChem Compound': '1110', 'PubChem Substance': '46505859', 'unii': 'AB6MNQ6J6L'}	4	0.8118549444	0.741421301	0.0070935316	0.1835493921	8.19E-05	0.0022398467	{'oral'}	TRUE	TRUE	TRUE
terbinafine	{'cas-number': '91161-71-6', 'ChEBI': '9448', 'ChEMBL': 'CHEMBL822', 'drugbank-id': 'DB00857', 'InChIKey': 'DOMXUEMWDBAQBQ-WEVVVXLNSA-N', 'PubChem Compound': '1549008', 'PubChem Substance': '46508519', 'unii': 'G7RIW8S0XP'}	4	0.9959512213	0.9522445857	0.3129907595	0.3939757448	0.1367278931	0.1148050903	{'topical', 'oral'}	TRUE	TRUE	TRUE
tranexamic acid	{'cas-number': '1197-18-8', 'ChEBI': '48669', 'ChEMBL': 'CHEMBL877', 'drugbank-id': 'DB00302', 'InChIKey': 'GYDJEQRTZSCIOI-LJGSYFOKSA-N', 'PubChem Compound': '5526', 'PubChem Substance': '46508089', 'unii': '6T84R30KC1'}	4	0.9872300948	0.6570995448	0.0109220341	0.1033911697	0.0006443192	0.0002857755	{'topical', 'intravenous', 'cutaneous', 'oral'}	TRUE	TRUE	TRUE
tretinoin	{'cas-number': '302-79-4', 'ChEBI': '15367', 'ChEMBL': 'CHEMBL38', 'drugbank-id': 'DB00755', 'InChIKey': 'SHGAZHPCJJPHSC-YCNIQYBTSA-N', 'PubChem Compound': '5538', 'PubChem Substance': '46504843', 'unii': '5688UTC01R'}	4	0.9944326323	0.8323522311	0.1676068926	0.2686619844	0.0807070793	0.2796989895	{'topical', 'not applicable', 'oral'}	TRUE	TRUE	TRUE
trihexyphenidyl	{'cas-number': '144-11-6', 'ChEBI': '9720', 'ChEMBL': 'CHEMBL1490', 'drugbank-id': 'DB00376', 'InChIKey': 'HWHLPVGTWGOCJO-UHFFFAOYSA-N', 'PubChem Compound': '5572', 'PubChem Substance': '46507717', 'unii': '6RC5V8B7PO'}	4	0.9960152808	0.9725378189	0.1964023806	0.0554120535	0.0293284329	0.0178718402	{'oral'}	TRUE	TRUE	TRUE
acamprosate	{'cas-number': '77337-76-9', 'ChEBI': '51041', 'ChEMBL': 'CHEMBL1201293', 'drugbank-id': 'DB00659', 'InChIKey': 'AFCGFAGUEYAMAO-UHFFFAOYSA-N', 'PubChem Compound': '71158', 'PubChem Substance': '46506657', 'unii': 'N4K14YGM3J'}	3	0.9705819608	0.8691102659	0.0114947798	0.1951547666	0.0006955884	0.0007149503	{'oral'}	TRUE	TRUE	TRUE
eplerenone	{'cas-number': '107724-20-9', 'ChEBI': '31547', 'ChEMBL': 'CHEMBL1095097', 'drugbank-id': 'DB00700', 'InChIKey': 'JUKPWJGBANNWMW-VWBFHTRKSA-N', 'PubChem Compound': '443872', 'PubChem Substance': '46509053', 'unii': '6995V82D0B'}	3	0.9905279282	0.9091744589	0.3319196378	0.3996676024	0.1096024611	0.0332692192	{'oral'}	TRUE	TRUE	TRUE
ethambutol	{'cas-number': '74-55-5', 'ChEBI': '4877', 'ChEMBL': 'CHEMBL44884', 'drugbank-id': 'DB00330', 'InChIKey': 'AEUTYOVWOVBAKS-UWVGGRQHSA-N', 'PubChem Compound': '14052', 'PubChem Substance': '46504788', 'unii': '8G167061QZ'}	3	0.9696451422	0.5868236089	0.0181843421	0.0512393378	0.0006028808	0.0005203098	{'oral'}	TRUE	TRUE	TRUE
ethosuximide	{'cas-number': '77-67-8', 'ChEBI': '4887', 'ChEMBL': 'CHEMBL696', 'drugbank-id': 'DB00593', 'InChIKey': 'HAPOVYFOVVWLRS-UHFFFAOYSA-N', 'PubChem Compound': '3291', 'PubChem Substance': '46507617', 'unii': '5SEH9X1D1D'}	3	0.9899707332	0.9644059323	0.0145353643	0.2966453389	0.0527495693	0.0623353524	{'oral'}	TRUE	TRUE	TRUE
felbamate	{'cas-number': '25451-15-4', 'ChEBI': '4995', 'ChEMBL': 'CHEMBL1094', 'drugbank-id': 'DB00949', 'InChIKey': 'WKGXYQFOCVYPAC-UHFFFAOYSA-N', 'PubChem Compound': '3331', 'PubChem Substance': '46506375', 'unii': 'X72RBB02N8'}	3	0.9945584563	0.9401317832	0.0411029686	0.4436324857	0.0032989847	0.0025378222	{'oral'}	TRUE	TRUE	TRUE
fusidic acid	{'cas-number': '6990-06-3', 'ChEBI': '29013', 'ChEMBL': 'CHEMBL374975', 'drugbank-id': 'DB02703', 'InChIKey': 'IECPWNUMDGFDKC-MZJAQBGESA-N', 'PubChem Compound': '3000226', 'PubChem Substance': '46505364', 'unii': '59XE10C19C'}	3	0.919237597	0.2645779084	0.7606677824	0.2514432575	0.0464160123	0.0099054296	{'topical', 'ophthalmic', 'intravenous', 'oral'}	TRUE	TRUE	TRUE
gamma-hydroxybutyric acid	{'cas-number': '591-81-1', 'ChEBI': '30830', 'ChEMBL': 'CHEMBL1342', 'drugbank-id': 'DB01440', 'InChIKey': 'SJZRECIVHVDYJC-UHFFFAOYSA-N', 'PubChem Compound': '3037032', 'PubChem Substance': '46507548', 'unii': '30IW36W5B2'}	3	0.9493179992	0.6615746959	0.0086696188	0.0738772617	0.0009739408	0.0017763784	{'oral'}	TRUE	TRUE	TRUE
guanabenz	{'cas-number': '5051-62-7', 'ChEBI': '5553', 'ChEMBL': 'CHEMBL420', 'drugbank-id': 'DB00629', 'InChIKey': 'WDZVGELJXXEGPV-YIXHJXPBSA-N', 'PubChem Compound': '3517', 'PubChem Substance': '46505200', 'unii': 'GGD30112WC'}	3	0.9948858679	0.6274841562	0.0495401269	0.3395251941	0.0280547534	0.0288604662	{'oral'}	TRUE	TRUE	TRUE
methsuximide	{'cas-number': '77-41-8', 'ChEBI': '6846', 'ChEMBL': 'CHEMBL697', 'drugbank-id': 'DB05246', 'InChIKey': 'AJXPJJZHWIXJCJ-UHFFFAOYSA-N', 'PubChem Compound': '6476', 'PubChem Substance': '46505339', 'unii': '0G76K8X6C0'}	3	0.9928948604	0.9682192391	0.0198856089	0.2257475799	0.0110265536	0.0939510719	{'oral'}	TRUE	TRUE	TRUE
metyrapone	{'cas-number': '54-36-4', 'ChEBI': '44241', 'ChEMBL': 'CHEMBL934', 'drugbank-id': 'DB01011', 'InChIKey': 'FJLBFSROUSIWMA-UHFFFAOYSA-N', 'PubChem Compound': '4174', 'PubChem Substance': '46504862', 'unii': 'ZS9KD92H6V'}	3	0.9961199948	0.9631841756	0.0192240655	0.2869760504	0.4750988699	0.0295778701	{'oral'}	TRUE	TRUE	TRUE
misoprostol	{'cas-number': '59122-46-2', 'ChEBI': '63610', 'ChEMBL': 'CHEMBL606', 'drugbank-id': 'DB00929', 'InChIKey': 'OJLOPKGSLYJEMD-URPKTTJQSA-N', 'PubChem Compound': '5282381', 'PubChem Substance': '46505041', 'unii': '0E43V0BB57'}	3	0.9890574879	0.721472987	0.4797544826	0.1211819031	0.3419181329	0.0136451076	{'oral', 'buccal'}	TRUE	TRUE	TRUE
moclobemide	{'cas-number': '71320-77-9', 'ChEBI': '83531', 'ChEMBL': 'CHEMBL86304', 'drugbank-id': 'DB01171', 'InChIKey': 'YHXISWVBGDMDLQ-UHFFFAOYSA-N', 'PubChem Compound': '4235', 'PubChem Substance': '46504667', 'unii': 'PJ0Y7AZB63'}	3	0.9970012761	0.9740061292	0.0227663935	0.2952732149	0.0276428766	0.0111825463	{'oral'}	TRUE	TRUE	TRUE
nitroglycerin	{'cas-number': '55-63-0', 'ChEBI': '28787', 'ChEMBL': 'CHEMBL730', 'drugbank-id': 'DB00727', 'InChIKey': 'SNIOPGDIGTZGOP-UHFFFAOYSA-N', 'PubChem Compound': '4510', 'PubChem Substance': '46509120', 'unii': 'G59M7S0WS3'}	3	0.963436814	0.685056524	0.0294825245	0.3016741982	0.0522911486	0.1100621043	{'topical', 'sublingual', 'intramuscular', 'buccal', 'rectal', 'transmucosal', 'subcutaneous', 'respiratory (inhalation)', 'transdermal', 'intravenous', 'oral'}	TRUE	TRUE	TRUE
oxymetazoline	{'cas-number': '1491-59-4', 'ChEBI': '7862', 'ChEMBL': 'CHEMBL762', 'drugbank-id': 'DB00935', 'InChIKey': 'WYWIFABBXFUGLM-UHFFFAOYSA-N', 'PubChem Compound': '4636', 'PubChem Substance': '46505622', 'unii': '8VLN5B44ZY'}	3	0.9962165078	0.885572384	0.5717762051	0.188318037	0.0295181596	0.0133673506	{'topical', 'nasal', 'ophthalmic', 'oral'}	TRUE	TRUE	TRUE
paricalcitol	{'cas-number': '131918-61-1', 'ChEBI': '7931', 'ChEMBL': 'CHEMBL1200622', 'drugbank-id': 'DB00910', 'InChIKey': 'BPKAHTKRCLCHEA-UBFJEZKGSA-N', 'PubChem Compound': '5281104', 'PubChem Substance': '46505780', 'unii': '6702D36OG5'}	3	0.9939686765	0.6612812079	0.5251294996	0.112862366	0.2047118065	0.049339678	{'intravenous', 'oral'}	TRUE	TRUE	TRUE
pentobarbital	{'cas-number': '76-74-4', 'ChEBI': '7983', 'ChEMBL': 'CHEMBL448', 'drugbank-id': 'DB00312', 'InChIKey': 'WEXRUCMBJFQVBZ-UHFFFAOYSA-N', 'PubChem Compound': '4737', 'PubChem Substance': '46508399', 'unii': 'I4744080IR'}	3	0.9933293597	0.9316901669	0.0229792609	0.422990636	0.0168817168	0.074199369	{'rectal', 'intravenous', 'intramuscular', 'oral'}	TRUE	TRUE	TRUE
perphenazine	{'cas-number': '58-39-9', 'ChEBI': '8028', 'ChEMBL': 'CHEMBL567', 'drugbank-id': 'DB00850', 'InChIKey': 'RGCVKNLCSQQDEP-UHFFFAOYSA-N', 'PubChem Compound': '4748', 'PubChem Substance': '46507058', 'unii': 'FTA7XXY4EZ'}	3	0.9955163938	0.9899062487	0.8592663344	0.4830721924	0.1973534919	0.0313864029	{'intravenous', 'intramuscular', 'oral'}	TRUE	TRUE	TRUE
primidone	{'cas-number': '125-33-7', 'ChEBI': '8412', 'ChEMBL': 'CHEMBL856', 'drugbank-id': 'DB00794', 'InChIKey': 'DQMZLTXERSFNPB-UHFFFAOYSA-N', 'PubChem Compound': '4909', 'PubChem Substance': '46507775', 'unii': '13AFD7670Q'}	3	0.9938060534	0.9292865703	0.0135331912	0.2819771311	0.0430067228	0.0162414936	{'oral'}	TRUE	TRUE	TRUE
pyridostigmine	{'cas-number': '155-97-5', 'ChEBI': '8665', 'ChEMBL': 'CHEMBL1115', 'drugbank-id': 'DB00545', 'InChIKey': 'RVOLLAQWKVFTGE-UHFFFAOYSA-N', 'PubChem Compound': '4991', 'PubChem Substance': '46506129', 'unii': '19QM69HH21'}	3	0.9862945272	0.9307588129	0.0173696273	0.2802633548	0.0024635195	0.0038281222	{'parenteral', 'intravenous', 'intramuscular', 'oral'}	TRUE	TRUE	TRUE
rivastigmine	{'cas-number': '123441-03-2', 'ChEBI': '8874', 'ChEMBL': 'CHEMBL636', 'drugbank-id': 'DB00989', 'InChIKey': 'XSVMFMHYUFZWBK-NSHDSACASA-N', 'PubChem Compound': '77991', 'PubChem Substance': '46507452', 'unii': 'PKI06M3IW0'}	3	0.9950578349	0.9677204816	0.0176169585	0.1275095874	0.0477363096	0.0073547327	{'transdermal', 'oral'}	TRUE	TRUE	TRUE
tramadol	{'cas-number': '27203-92-5', 'ChEBI': '75722', 'ChEMBL': 'CHEMBL1237044', 'drugbank-id': 'DB00193', 'InChIKey': 'TVYLLZQTGLZFBW-UHFFFAOYSA-N', 'PubChem Compound': '33741', 'PubChem Substance': '46506256', 'unii': '39J1LGJ30J'}	3	0.9970279299	0.9542428227	0.0447074216	0.07814469	0.0791090381	0.0091074625	{'topical', 'not applicable', 'oral'}	TRUE	TRUE	TRUE
vigabatrin	{'cas-number': '68506-86-5', 'ChEBI': '63638', 'ChEMBL': 'CHEMBL89598', 'drugbank-id': 'DB01080', 'InChIKey': 'PJDFLNIOAUIZSL-UHFFFAOYSA-N', 'PubChem Compound': '5665', 'PubChem Substance': '46507052', 'unii': 'GR120KRT6K'}	3	0.985614981	0.7280919306	0.0128722368	0.0813840635	0.0007035919	0.0036027329	{'oral'}	TRUE	TRUE	TRUE
