Main Name	search term	score	Human Intestinal Absorption	Blood Brain Barrier	P-glycoprotein Inhibition	Drug Induced Liver Injury	CYP3A4 Inhibition	CYP2C9 Inhibition	DrugBank:Routes	DrugBank:FDA Approved	Less than $500	Pediatric Safety
guanabenz	['cerebellar ataxia', 'neurodegenerative disease', 'movement disorder']	3	0.9948858679	0.6274841562	0.0495401269	0.3395251941	0.0280547534	0.0288604662	{'oral'}	1	TRUE	TRUE
hydroxychloroquine	['lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'neurodevelopmental disorder', 'ntrk2 (human)', 'neuroinflammation', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'axonal neuropathy']	3	0.9958083984	0.9238297846	0.3370971579	0.2752287495	0.1517354056	0.0088674226	{'enteral', 'oral'}	1	TRUE	FALSE
methsuximide	['autism', 'movement disorder']	3	0.9928948604	0.9682192391	0.0198856089	0.2257475799	0.0110265536	0.0939510719	{'oral'}	1	TRUE	TRUE
metyrapone	generalized dystonia	3	0.9961199948	0.9631841756	0.0192240655	0.2869760504	0.4750988699	0.0295778701	{'oral'}	1	TRUE	TRUE
misoprostol	['axonal neuropathy', 'movement disorder']	3	0.9890574879	0.721472987	0.4797544826	0.1211819031	0.3419181329	0.0136451076	{'oral', 'buccal'}	1	TRUE	TRUE
nitroglycerin	['lrrk2 (human)', 'inborn disorder of neurotransmitter metabolism and transport']	3	0.963436814	0.685056524	0.0294825245	0.3016741982	0.0522911486	0.1100621043	{'rectal', 'buccal', 'subcutaneous', 'sublingual', 'topical', 'transdermal', 'intramuscular', 'oral', 'respiratory (inhalation)', 'transmucosal', 'intravenous'}	1	TRUE	TRUE
oxymetazoline	['inborn disorder of neurotransmitter metabolism and transport', 'axonal neuropathy', 'movement disorder']	3	0.9962165078	0.885572384	0.5717762051	0.188318037	0.0295181596	0.0133673506	{'ophthalmic', 'nasal', 'oral', 'topical'}	1	TRUE	TRUE
paricalcitol	['increased reactive oxygen species production', 'neuroinflammation']	3	0.9939686765	0.6612812079	0.5251294996	0.112862366	0.2047118065	0.049339678	{'oral', 'intravenous'}	1	TRUE	TRUE
pentobarbital	['cerebellar ataxia', 'neurodegenerative disease', 'autism']	3	0.9933293597	0.9316901669	0.0229792609	0.422990636	0.0168817168	0.074199369	{'rectal', 'intramuscular', 'oral', 'intravenous'}	1	TRUE	TRUE
perphenazine	neurodegenerative disease	3	0.9955163938	0.9899062487	0.8592663344	0.4830721924	0.1973534919	0.0313864029	{'intramuscular', 'oral', 'intravenous'}	1	TRUE	TRUE
primidone	['movement disorder', 'cerebellar ataxia', 'autism', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport']	3	0.9938060534	0.9292865703	0.0135331912	0.2819771311	0.0430067228	0.0162414936	{'oral'}	1	TRUE	TRUE
pyridostigmine	['movement disorder', 'cerebellar ataxia', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'axonal neuropathy']	3	0.9862945272	0.9307588129	0.0173696273	0.2802633548	0.0024635195	0.0038281222	{'intramuscular', 'oral', 'parenteral', 'intravenous'}	1	TRUE	TRUE
rivastigmine	['lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'cerebral atrophy', 'mapk8 (human)', 'autism', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease']	3	0.9950578349	0.9677204816	0.0176169585	0.1275095874	0.0477363096	0.0073547327	{'transdermal', 'oral'}	1	TRUE	TRUE
tramadol	['movement disorder', 'axonal neuropathy', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'spag9 (human)']	3	0.9970279299	0.9542428227	0.0447074216	0.07814469	0.0791090381	0.0091074625	{'oral', 'not applicable', 'topical'}	1	TRUE	TRUE
vigabatrin	['movement disorder', 'cerebellar ataxia', 'intellectual disability', 'spasticity', 'neurodevelopmental disorder', 'autism', 'inborn disorder of neurotransmitter metabolism and transport', 'axonal neuropathy']	3	0.985614981	0.7280919306	0.0128722368	0.0813840635	0.0007035919	0.0036027329	{'oral'}	1	TRUE	TRUE
acebutolol	intellectual disability	2	0.9942999623	0.8194786332	0.1086364366	0.2282106512	0.250491899	0.0275577904	{'oral'}	1	TRUE	FALSE
acetylsalicylic acid	['increased reactive oxygen species production', 'lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'cdk5 (human)', 'spag9 (human)', 'mapk8 (human)', 'neurodevelopmental disorder', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9943864726	0.580513478	0.0130442881	0.2367789049	0.0005536635	0.0478603345	{'rectal', 'irrigation', 'subcutaneous', 'sublingual', 'topical', 'dental', 'intramuscular', 'oral', 'respiratory (inhalation)', 'ophthalmic', 'intravenous'}	1	TRUE	FALSE
alitretinoin	['ntrk2 (human)', 'spag9 (human)']	2	0.9942191596	0.8124382337	0.143602191	0.3074888324	0.0205013804	0.0921876108	{'cutaneous', 'oral', 'topical'}	1	TRUE	FALSE
alpha-linolenic acid	['lrrk2 (human)', 'movement disorder', 'ntrk2 (human)', 'neuroinflammation', 'drd1 (human)']	2	0.9811493438	0.7190252844	0.043932769	0.1953001645	0.0129514127	0.1432261243	{'oral'}	1	TRUE	FALSE
amobarbital	['autism', 'movement disorder']	2	0.9938870919	0.91791333	0.0188113374	0.4317027903	0.0067003084	0.032409772	{'intramuscular', 'oral', 'intravenous'}	1	TRUE	FALSE
benzatropine	['generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'movement disorder']	2	0.9947937113	0.931390756	0.3859358171	0.1128762701	0.1815318804	0.0847471884	{'intramuscular', 'oral', 'parenteral', 'intravenous'}	1	TRUE	FALSE
benzocaine	axonal neuropathy	2	0.996067917	0.923482911	0.0142921735	0.3588301997	0.1887515031	0.1942974268	{'rectal', 'auricular (otic)', 'buccal', 'cutaneous', 'periodontal', 'topical', 'dental', 'electro-osmosis', 'oral', 'ophthalmic', 'not applicable', 'respiratory (inhalation)', 'vaginal'}	1	TRUE	FALSE
benzphetamine	neurodevelopmental disorder	2	0.9961826577	0.956496372	0.0580085188	0.1748980968	0.0360442809	0.0429670352	{'oral'}	1	TRUE	FALSE
betaxolol	ntrk2 (human)	2	0.9953713282	0.7135364802	0.1371912555	0.0945452277	0.1669136414	0.0335266769	{'ophthalmic', 'oral'}	1	TRUE	FALSE
bezafibrate	['lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'ntrk2 (human)', 'neurodegenerative disease']	2	0.98834112	0.6211550965	0.0908719968	0.3282868597	0.0831511883	0.2908716595	{'oral'}	1	TRUE	FALSE
buprenorphine	['lrrk2 (human)', 'mapk8 (human)', 'autism', 'inborn disorder of neurotransmitter metabolism and transport', 'axonal neuropathy']	2	0.9899332728	0.9837586576	0.3092524686	0.1257655678	0.099489314	0.0206704105	{'buccal', 'subcutaneous', 'sublingual', 'transdermal', 'intramuscular', 'oral', 'not applicable', 'intravenous'}	1	TRUE	FALSE
bupropion	['movement disorder', 'cerebellar ataxia', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'drd1 (human)', 'arf6 (human)', 'axonal neuropathy']	2	0.9969395907	0.9477081583	0.0422651669	0.1850985283	0.1009635224	0.1423459315	{'occlusive dressing technique', 'oral'}	1	TRUE	FALSE
calcium acetate	axonal neuropathy	2	0.9726019971	0.7009530845	0.0149527712	0.3459465343	0.0003226673	0.0040066575	{'oral', 'topical', 'intravenous'}	1	TRUE	FALSE
chloroquine	['increased reactive oxygen species production', 'lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'spag9 (human)', 'mapk8 (human)', 'neurodevelopmental disorder', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'drd1 (human)', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9963478977	0.9579245044	0.3153031642	0.2403948203	0.1162227827	0.0058297218	{'oral'}	1	TRUE	FALSE
codeine	['inborn disorder of neurotransmitter metabolism and transport', 'axonal neuropathy']	2	0.9939426347	0.9877071767	0.0651966979	0.074142574	0.011633003	0.0177405554	{'intramuscular', 'oral', 'subcutaneous'}	1	TRUE	FALSE
cortisone acetate	['generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'cdk5 (human)', 'axonal neuropathy']	2	0.9939841506	0.8971461328	0.3157147097	0.257556131	0.0260818624	0.0245783444	{'intramuscular', 'oral'}	1	TRUE	FALSE
creatine	['lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'intellectual disability', 'cerebral atrophy', 'ntrk2 (human)', 'autism', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9800912376	0.617943489	0.0069101887	0.098300033	0.0006851776	0.0026530234	{'oral'}	1	TRUE	FALSE
cyclobenzaprine	['movement disorder', 'intellectual disability', 'spastic diplegia', 'muscle stiffness', 'generalized dystonia', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9958917139	0.9869832462	0.8319311395	0.2805288972	0.241234749	0.0416621757	{'not applicable', 'oral', 'topical'}	1	TRUE	FALSE
cycloserine	['lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'intellectual disability', 'mapk8 (human)', 'neurodevelopmental disorder', 'autism', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9906995226	0.7620923229	0.0173532626	0.214846021	0.0097993181	0.0192637251	{'oral'}	1	TRUE	FALSE
cysteamine	['increased reactive oxygen species production', 'axonal neuropathy', 'movement disorder']	2	0.9888642172	0.7759781326	0.0209376739	0.1732732744	0.002649099	0.0223713474	{'ophthalmic', 'oral'}	1	TRUE	FALSE
danazol	spasticity	2	0.9971425818	0.6062092955	0.4956199719	0.4861032267	0.0462272947	0.4092137113	{'oral'}	1	TRUE	FALSE
desipramine	['movement disorder', 'ntrk2 (human)', 'mtor (human)', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9972051226	0.9902515058	0.3535867767	0.1818194043	0.3983649026	0.0453617664	{'oral'}	1	TRUE	FALSE
dextropropoxyphene	movement disorder	2	0.9956935481	0.9666023406	0.666305516	0.1223120572	0.082078271	0.0151420101	{'oral'}	1	TRUE	FALSE
diphenhydramine	['movement disorder', 'intellectual disability', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'axonal neuropathy']	2	0.9946356734	0.9572691822	0.0606614812	0.0773513588	0.035224082	0.0630066732	{'parenteral', 'subcutaneous', 'sublingual', 'topical', 'intramuscular', 'oral', 'respiratory (inhalation)', 'not applicable', 'intravenous'}	1	TRUE	FALSE
diphenidol	spag9 (human)	2	0.995347399	0.9716089534	0.2917580016	0.0860399111	0.0646994775	0.0788457524	{'oral'}	1	TRUE	FALSE
doxepin	['ntrk2 (human)', 'movement disorder']	2	0.9956552137	0.9773984741	0.7685263559	0.2326017673	0.2331451951	0.0626359468	{'oral', 'topical'}	1	TRUE	FALSE
ergocalciferol	['increased reactive oxygen species production', 'axonal neuropathy']	2	0.9957677079	0.8209726452	0.7367787809	0.1743366598	0.1523986022	0.0588238214	{'cutaneous', 'oral', 'intravenous'}	1	TRUE	FALSE
ethanol	['increased reactive oxygen species production', 'lrrk2 (human)', 'movement disorder', 'drd2 (human)', 'cerebellar ataxia', 'intellectual disability', 'spasticity', 'spag9 (human)', 'neurodevelopmental disorder', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9941371015	0.9355469098	0.0166257901	0.0902113452	0.0026864105	0.0059746153	{'irrigation', 'intramuscular', 'respiratory (inhalation)', 'infiltration', 'extracorporeal', 'subcutaneous', 'topical', 'dental', 'transdermal', 'electro-osmosis', 'oral', 'percutaneous', 'intravenous', 'vaginal', 'cutaneous', 'intraspinal', 'ureteral', 'ophthalmic', 'nasal'}	1	TRUE	FALSE
ethionamide	['mapk8 (human)', 'lrrk2 (human)']	2	0.994226669	0.9405141421	0.0158357756	0.4552893847	0.0097345621	0.0075407086	{'oral'}	1	TRUE	FALSE
galantamine	['movement disorder', 'cerebellar ataxia', 'cerebral atrophy', 'neurodevelopmental disorder', 'ntrk2 (human)', 'autism', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease']	2	0.9957008389	0.9810394243	0.0661908385	0.1667754959	0.0130458419	0.0187912148	{'oral'}	1	TRUE	FALSE
glycine	['lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'spasticity', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9920887628	0.7341955933	0.0126945179	0.1694164989	0.0002368439	0.0020643932	{'irrigation', 'topical', 'dental', 'hemodialysis', 'oral', 'intravenous'}	1	TRUE	FALSE
guanidine	['drd2 (human)', 'arf6 (human)', 'spag9 (human)']	2	0.9757101795	0.6433571609	0.0373970276	0.1186136234	0.0050277365	0.0010292954	{'oral'}	1	TRUE	FALSE
haloperidol	['lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'neurodevelopmental disorder', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	2	0.995622738	0.958398004	0.7001198497	0.1610622006	0.2612977103	0.1745279831	{'intramuscular', 'oral'}	1	TRUE	FALSE
hydrocodone	neurodegenerative disease	2	0.9953272922	0.980879502	0.0452202061	0.0734397346	0.0356610478	0.0088840201	{'oral', 'topical'}	1	TRUE	FALSE
isosorbide dinitrate	axonal neuropathy	2	0.9700495134	0.6803177346	0.0117454637	0.3429648402	0.0046266909	0.0009885002	{'intramuscular', 'sublingual', 'oral'}	1	TRUE	FALSE
isotretinoin	['lrrk2 (human)', 'neurodevelopmental disorder', 'neurodegenerative disease', 'spag9 (human)']	2	0.9946816706	0.8352484154	0.1705095907	0.2572994529	0.0615321094	0.2495428504	{'oral', 'topical'}	1	TRUE	FALSE
lipoic acid	['increased reactive oxygen species production', 'lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'spag9 (human)', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	2	0.969376028	0.7860695394	0.0088086231	0.3868484154	0.0025596592	0.0074881537	{'oral', 'topical'}	1	TRUE	FALSE
loperamide	['neurodegenerative disease', 'axonal neuropathy', 'movement disorder']	2	0.9928257165	0.6355616715	0.923416124	0.1151055365	0.0972690106	0.1017402706	{'oral'}	1	TRUE	FALSE
meclizine	['cerebellar ataxia', 'axonal neuropathy', 'movement disorder']	2	0.9959230057	0.9491492154	0.5379323956	0.1137057525	0.2843221621	0.3811572209	{'oral', 'topical'}	1	TRUE	FALSE
metamfetamine	['lrrk2 (human)', 'drd2 (human)', 'mapk8 (human)', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease', 'spag9 (human)']	2	0.9966205591	0.9606759956	0.0179818697	0.082844604	0.0041978529	0.0048626865	{'oral'}	1	TRUE	FALSE
mexiletine	['generalized dystonia', 'neurodevelopmental disorder', 'inborn disorder of neurotransmitter metabolism and transport', 'movement disorder']	2	0.996484565	0.9157438263	0.0440411388	0.0820863332	0.0293619606	0.0158244524	{'oral'}	1	TRUE	FALSE
minoxidil	['neurodevelopmental disorder', 'mtor (human)']	2	0.9906789924	0.7938531053	0.0223663504	0.3109703234	0.0728076311	0.0178923765	{'extracorporeal', 'cutaneous', 'topical', 'oral', 'not applicable'}	1	TRUE	FALSE
molindone	movement disorder	2	0.9968615868	0.9674928689	0.1340369885	0.4652716356	0.3956959614	0.0526224804	{'oral'}	1	TRUE	FALSE
nateglinide	['intellectual disability', 'spastic diplegia', 'spag9 (human)']	2	0.9917413988	0.5854163938	0.0383011654	0.2301491228	0.0223710927	0.0076307432	{'oral'}	1	TRUE	FALSE
nicotine	['increased reactive oxygen species production', 'lrrk2 (human)', 'movement disorder', 'drd2 (human)', 'cerebellar ataxia', 'mtor (human)', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease', 'spag9 (human)']	2	0.9954638097	0.9739189226	0.0178602032	0.1205552488	0.0179253801	0.0015416395	{'buccal', 'topical', 'dental', 'transdermal', 'oral', 'respiratory (inhalation)', 'not applicable', 'nasal'}	1	TRUE	FALSE
orphenadrine	['generalized dystonia', 'movement disorder']	2	0.9959415553	0.9625464855	0.1119974116	0.083840621	0.0488118501	0.0275407122	{'intramuscular', 'oral', 'intravenous'}	1	TRUE	FALSE
oxycodone	['movement disorder', 'neuroinflammation', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'axonal neuropathy']	2	0.9951939463	0.9827101896	0.0352095194	0.057571391	0.0072815437	0.0034521905	{'rectal', 'oral'}	1	TRUE	FALSE
penicillamine	['cerebellar ataxia', 'generalized dystonia', 'axonal neuropathy', 'movement disorder']	2	0.9836677203	0.5221946223	0.0073611234	0.0956553847	0.0015053285	0.0031467777	{'oral', 'not applicable'}	1	TRUE	FALSE
phentermine	['arf6 (human)', 'axonal neuropathy']	2	0.9954818864	0.9695424975	0.0175675277	0.0525836413	0.0251320713	0.0056301838	{'oral'}	1	TRUE	FALSE
phylloquinone	['cerebellar ataxia', 'ntrk2 (human)']	2	0.9944454158	0.904447537	0.8230252877	0.2862196307	0.4254303555	0.4558900757	{'parenteral', 'subcutaneous', 'intramuscular', 'oral', 'intravenous'}	1	TRUE	FALSE
pimozide	['generalized dystonia', 'neurodevelopmental disorder', 'neurodegenerative disease', 'movement disorder']	2	0.9946478187	0.9520926644	0.9377329199	0.1724620847	0.1436199862	0.2870670359	{'oral'}	1	TRUE	FALSE
pindolol	neurodegenerative disease	2	0.9961291337	0.679323363	0.11330724	0.3106436608	0.2883465993	0.0550087004	{'oral'}	1	TRUE	FALSE
piperazine	autism	2	0.9877902337	0.842636726	0.0299533723	0.1112198244	0.0361671662	0.0042547249	{'oral'}	1	TRUE	FALSE
probucol	['increased reactive oxygen species production', 'lrrk2 (human)', 'ntrk2 (human)', 'autism', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9855381954	0.9158134597	0.7691661673	0.1479046026	0.1745898382	0.1576304318	{'oral'}	1	TRUE	FALSE
procainamide	muscle stiffness	2	0.9953272602	0.9574835188	0.0145537378	0.1488734169	0.0064060074	0.0020099551	{'intramuscular', 'oral', 'intravenous'}	1	TRUE	FALSE
procyclidine	['generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'movement disorder']	2	0.9956250977	0.970171826	0.1150259309	0.059586485	0.0348747657	0.0107254452	{'oral'}	1	TRUE	FALSE
ramelteon	['movement disorder', 'neurodevelopmental disorder', 'ntrk2 (human)', 'autism', 'inborn disorder of neurotransmitter metabolism and transport', 'intellectual disability']	2	0.9969235933	0.9737753846	0.1309709791	0.4127685132	0.1001935094	0.0645084822	{'oral'}	1	TRUE	FALSE
rasagiline	['generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'movement disorder']	2	0.9967234119	0.972276986	0.0574075243	0.1357074568	0.132973852	0.0167780536	{'oral'}	1	TRUE	FALSE
ropinirole	['movement disorder', 'spasticity', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'axonal neuropathy']	2	0.9965093085	0.9836508687	0.1182247939	0.2127511861	0.0411139734	0.0058724845	{'oral'}	1	TRUE	FALSE
secobarbital	autism	2	0.9939389259	0.9318011118	0.0295010742	0.4537312957	0.0159813058	0.097180745	{'oral'}	1	TRUE	FALSE
sibutramine	['neurodevelopmental disorder', 'autism', 'axonal neuropathy', 'drd1 (human)', 'intellectual disability']	2	0.9969694616	0.9793280344	0.1179776446	0.114010587	0.2824047409	0.2219057485	{'oral'}	1	TRUE	FALSE
spironolactone	['increased reactive oxygen species production', 'lrrk2 (human)', 'spag9 (human)', 'neurodevelopmental disorder', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9931679513	0.8374805976	0.8250011827	0.3771113264	0.0552377151	0.0331725118	{'oral', 'topical'}	1	TRUE	FALSE
tacrine	['cerebellar ataxia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'movement disorder']	2	0.997127323	0.9598210653	0.0519633771	0.2610402214	0.1085870406	0.0379910187	{'oral'}	1	TRUE	FALSE
temozolomide	['lrrk2 (human)', 'spag9 (human)', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'generalized dystonia', 'arf6 (human)', 'axonal neuropathy']	2	0.9855018505	0.769754067	0.0286142069	0.2870382237	0.011640367	0.0028624891	{'oral', 'not applicable', 'intravenous'}	1	TRUE	FALSE
trimipramine	['arf6 (human)', 'cerebellar ataxia', 'drd1 (human)']	2	0.9969590977	0.9918359398	0.6802322258	0.2876447104	0.0590293398	0.0103832359	{'oral'}	1	TRUE	FALSE
ursodeoxycholic acid	['increased reactive oxygen species production', 'lrrk2 (human)', 'movement disorder', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9654278314	0.7239889791	0.361139338	0.1241095368	0.0037389072	0.0078639588	{'oral', 'dental'}	1	TRUE	FALSE
varenicline	['movement disorder', 'cerebellar ataxia', 'neurodevelopmental disorder', 'ntrk2 (human)', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease']	2	0.9956150726	0.9605205842	0.0834735957	0.4450929195	0.0313107822	0.0161049782	{'nasal', 'oral'}	1	TRUE	FALSE
venlafaxine	['movement disorder', 'cerebellar ataxia', 'intellectual disability', 'neurodevelopmental disorder', 'autism', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9963557838	0.9322205302	0.061759789	0.0779704088	0.0532141204	0.0086220837	{'oral'}	1	TRUE	FALSE
vitamin e	['increased reactive oxygen species production', 'lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'spasticity', 'mapk8 (human)', 'ntrk2 (human)', 'mtor (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'drd1 (human)', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease']	2	0.9946741944	0.9336027047	0.5957444939	0.3019406837	0.1191518293	0.0605555478	{'cutaneous', 'intraocular', 'topical', 'oral', 'intravenous'}	1	TRUE	FALSE
vorinostat	['lrrk2 (human)', 'movement disorder', 'intellectual disability', 'spag9 (human)', 'mapk8 (human)', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	2	0.9922488576	0.8735011023	0.0340766632	0.290778449	0.2701031905	0.0935348507	{'oral'}	1	TRUE	FALSE
acrivastine	spag9 (human)	1	0.9941422776	0.8701441979	0.2514756873	0.3846652671	0.0346741575	0.0082893083	{'oral'}	1	FALSE	FALSE
activated charcoal	['lrrk2 (human)', 'ntrk2 (human)', 'neuroinflammation', 'autism', 'arf6 (human)']	1	0.9923678051	0.9496159375	0.0227491345	0.1175693737	0.0059387938	0.0054026417	{'oral', 'topical', 'dental'}	1	FALSE	FALSE
aluminum chlorohydrate	neurodegenerative disease	1	0.9698022112	0.9155908118	0.0294760399	0.1213378885	0.0053317115	0.0091673496	{'cutaneous', 'oral', 'topical', 'intradermal'}	1	FALSE	FALSE
aluminum hydroxide	axonal neuropathy	1	0.9909807358	0.936412993	0.0288860654	0.1100533528	0.0047744672	0.0086999179	{'oral', 'topical'}	1	FALSE	FALSE
amifampridine	['cerebellar ataxia', 'generalized dystonia', 'spag9 (human)', 'movement disorder']	1	0.9904923813	0.782747555	0.0152863067	0.3517197762	0.010512041	0.007108203	{'oral'}	1	FALSE	FALSE
ammonium chloride	cerebellar ataxia	1	0.8670428931	0.9407197906	0.0245466991	0.105392321	0.0041926353	0.0078494906	{'oral', 'extracorporeal', 'intravenous'}	1	FALSE	FALSE
arimoclomol	['cerebellar ataxia', 'neurodegenerative disease']	1	0.9934022649	0.8031150049	0.0315796724	0.2119516943	0.0016267705	0.000875418	{'oral'}	1	FALSE	FALSE
armodafinil	['mapk8 (human)', 'arf6 (human)', 'neurodegenerative disease']	1	0.9954834531	0.928946956	0.0255025773	0.4205814826	0.0420648626	0.1763261441	{'oral'}	1	FALSE	FALSE
barium sulfate	axonal neuropathy	1	0.9779013335	0.8277184879	0.0722759637	0.3975869233	0.00124825	0.0108015559	{'rectal', 'oral'}	1	FALSE	FALSE
benzoic acid	drd1 (human)	1	0.9933402221	0.6050307938	0.0093415659	0.3514243849	0.0003903552	0.0156135968	{'oral', 'topical', 'intravenous', 'dental'}	1	FALSE	FALSE
beta carotene	['increased reactive oxygen species production', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9862032051	0.9005206846	0.7908004871	0.2646007239	0.2738250373	0.1515161945	{'oral'}	1	FALSE	FALSE
betahistine	['mapk8 (human)', 'lrrk2 (human)']	1	0.9928344628	0.9548354435	0.0137050712	0.0993064245	0.0010073912	0.0015600237	{'oral'}	1	FALSE	FALSE
biperiden	['movement disorder', 'ntrk2 (human)', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease']	1	0.9955550513	0.9756103568	0.1768801064	0.0933928601	0.1761264107	0.0545468542	{'oral'}	1	FALSE	FALSE
brivaracetam	['neurodegenerative disease', 'autism', 'movement disorder']	1	0.9935968253	0.9304656558	0.0177537037	0.2367682373	0.0320545798	0.0101188871	{'oral', 'intravenous'}	1	FALSE	FALSE
calcifediol	autism	1	0.9957095655	0.8230215744	0.5508814648	0.1049574079	0.0945642165	0.0447773818	{'oral'}	1	FALSE	FALSE
calcium lactate	['spastic diplegia', 'autism']	1	0.9252948384	0.7520751186	0.00852571	0.2191113472	0.0002644541	0.0039638454	{'oral', 'dental'}	1	FALSE	FALSE
carglumic acid	['generalized dystonia', 'mtor (human)']	1	0.8191021806	0.6105655588	0.0144799784	0.3022807524	0.0001535149	0.0021157642	{'oral'}	1	FALSE	FALSE
chenodeoxycholic acid	['lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'cdk5 (human)', 'ntrk2 (human)', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9630879734	0.6745467321	0.3452900885	0.1127194952	0.0059404774	0.0102991221	{'oral'}	1	FALSE	FALSE
chlorcyclizine	spastic diplegia	1	0.9955772876	0.967650775	0.2677728758	0.0597170241	0.0843168035	0.0498532783	{'oral'}	1	FALSE	FALSE
cholic acid	['mapk8 (human)', 'neurodegenerative disease', 'cerebellar ataxia']	1	0.9369682886	0.6566513461	0.2036582571	0.1247796901	0.013890492	0.010781299	{'oral'}	1	FALSE	FALSE
